	hin	eng	hin_id	eng_id	hin_gloss	eng_gloss	hin_ex	eng_ex
5320	उत्प्रेरण_2	activation_1	25524	1046984	किसी व्यक्ति, कार्य आदि को उत्प्रेरित करने की क्रिया	['the activity of causing to have energy and be active']	"""रासायनिक क्रिया के उत्प्रेरण में उत्प्रेरक की थोड़ी मात्रा ही पर्याप्त होती है ।"""	[]
5321	उत्साहवर्धक_1	encouraging_1	28676	866471	उत्साह बढ़ाने वाला	['giving courage or confidence or hope']	"""इन औषधियों के उत्साहवर्धक परिणाम मिले हैं ।"""	['encouraging advances in medical research']
5322	उत्साही_1	enthusiastic_1	4853	885695	जिसमें उत्साह हो	['having or showing great excitement and interest']	"""उत्साही व्यक्ति कोई भी काम उत्साह के साथ करता है ।"""	['enthusiastic crowds filled the streets', 'an enthusiastic response', 'was enthusiastic about taking ballet lessons']
5323	उत्सर्जन_2	emission_1	28922	1253060	प्रकाश, ऊर्जा, विकिरण आदि देने या छोड़ने की क्रिया	['the act of emitting', ' causing to flow forth']	"""सूर्य से लगातार प्रकाश और ऊर्जा का उत्सर्जन पृथ्वी के लिए वरदान है ।"""	[]
5324	उत्सुक_2	eager_2	35915	810916	जिसके मन में कोई तीव्र या प्रबल अभिलाषा हो या जो किसी काम या बात के लिए कुछ अधीर सा हो	['having or showing keen interest or intense desire or impatient expectancy']	"""सिनेमा देखने के उत्सुक बच्चे जल्दी तैयार हो जाएँ ।"""	['eager to learn', 'eager to travel abroad', 'eager for success', 'eager helpers', 'an eager look']
5325	उत्तर_3	north_1	27613	13831176	* दिक्सूचक-यंत्र का वह प्रधान बिन्दु जो शून्य या तीन सौ साठ डिग्री पर होता है	['the cardinal compass point that is at 0 or 360 degrees']	"""उत्तर हमेशा उत्तर दिशा की ओर ही होता है ।"""	[]
5326	उत्तर_3	north_1	3776	13831441	दक्षिण दिशा के सामने की दिशा	['the direction in which a compass needle points']	"""भारत के उत्तर में हिमालय पर्वत विराजमान है ।"""	[]
5327	उत्तरजीवी_2	survivor_1	27498	10681060	किसी भी प्रकार से संबंधित होने वाले की मृत्यु के बाद भी जीनेवाला व्यक्ति	['one who outlives another']	"""मृतक के उत्तरजीवियों की पहचान अभी तक नहीं हो पाई है ।"""	['he left his farm to his survivors']
5328	उत्तरवर्ती_1	subsequent_2	2361	122626	उत्तर काल से संबंधित	['following in time or order']	"""उसे उत्तर कालीन साहित्य में रुचि नहीं है ।"""	['subsequent developments']
5329	उत्तराधिकारी_1	inheritor_1	12895	10168584	वह जो किसी के मर जाने पर नियमतः उसकी सम्पत्ति आदि का अधिकारी हो	['a person who is entitled by law or by the terms of a will to inherit the estate of another']	"""सामान्यतः किसी की संपत्ति के उत्तराधिकारी उसके बाल-बच्चे होते हैं ।"""	[]
5330	उत्तरी_1	northern_2	22943	1601297	उत्तर का या उत्तर से संबंधित	['situated in or oriented toward the north']	"""उत्तरी अमरीका के अधिकतर देश सम्पन्न हैं ।"""	['the northern suburbs', 'going in a northerly direction']
5331	उत्तेजक_2	exciting_1	970	921014	मनोवेगों को तीव्र करनेवाला	['creating or arousing excitement']	"""नेता के उत्तेजक भाषण ने शहर में दंगा करा दिया ।"""	['an exciting account of her trip']
5332	उत्तुंग_2	lofty_2	8332	1205473	इतना ऊँचा जो आकाश को चूमता या छूता जान पड़े	['of imposing height', ' especially standing out above others']	"""शहरों में गगनचुंबी भवन देखने को मिलते हैं ।"""	['an eminent peak', 'lofty mountains', 'the soaring spires of the cathedral', 'towering icebergs']
5333	ऊदबिलाव_1	otter_1	8868	2444819	स्वच्छ जल में रहने वाला एक मांसाहारी स्तनधारी जन्तु	['freshwater carnivorous mammal having webbed and clawed feet and dark brown fur']	"""ऊदबिलाव के लोम गहरे भूरे रंग के होते हैं ।"""	[]
5334	उदार_1	generous_1	3341	1111016	जो दान देता हो	['willing to give and share unstintingly']	"""दानी कर्ण की दानवीरता विश्व प्रसिद्ध है ।"""	['a generous donation']
5335	उधर_1	there_4	2107	109328	दूसरी तरफ़ या उस ओर	['to or toward that place', ' away from the speaker']	"""श्याम उधर है ।"""	['go there around noon!']
5336	उदार_2	liberal_1	3804	575230	रूढ़ियों में सुधार चाहनेवाला तथा प्रगतिशील विचारों का समर्थक	['tolerant of change', ' not bound by authoritarianism, orthodoxy, or tradition']	"""समाज को उदारवादी व्यक्तियों की जरुरत है ।"""	[]
5337	उदारता_1	magnanimity_1	6620	4832716	दानशील होने की अवस्था या भाव	['liberality in bestowing gifts', ' extremely liberal and generous of spirit']	"""कर्ण की दानशीलता ही उसके मृत्यु का कारण बनी ।"""	[]
5338	उदारता_2	generosity_1	9403	1085937	उदार होने की अवस्था या भाव	['acting generously']	"""सेठ करोड़ीमल अपनी उदारता के लिए प्रसिद्ध हैं ।"""	[]
5339	उदारतावाद_1	liberalism_1	32476	6218623	वह राजनीतिक विचारधारा जो प्रगति एवं सुधार को महत्त्व देती है	['a political orientation that favors progress and reform']	"""महेश उदारवाद से बहुत प्रभावित दिखता है ।"""	[]
5340	उदारतावादी_1	liberal_4	32477	10256756	वह जो उदारवाद का अनुयायी हो	['a person who favors a political philosophy of progress and reform and the protection of civil liberties']	"""आज हमारे क्षेत्र में उदारतावादियों की एक संगोष्ठी हो रही है ।"""	[]
5341	उद्घाटन_1	inauguration_1	57	239910	किसी बड़े समारोह,सम्मेलन आदि का महत्व और गौरव बढ़ाने के लिए किसी बड़े आदमी के द्वारा उसके कार्य का शुभारम्भ किए जाने की क्रिया	['the act of starting a new operation or practice']	"""इस विश्वविद्यालय का उद्घाटन महामहिम राष्ट्रपतिजी करेंगे ।"""	['he opposed the inauguration of fluoridation', 'the startup of the new factory was delayed by strikes']
5342	उद्घाटन_4	opening_8	26734	7452699	किसी कार्य आदि के उद्घाटन के समय आयोजित समारोह	['a ceremony accompanying the start of some enterprise']	"""इस विद्यालय के उद्घाटन-समारोह में कई महत्वपूर्ण व्यक्ति भाग ले रहे हैं ।"""	[]
5343	उद्घोषक_3	announcer_1	25521	9795334	उद्घोषणा करने वाला व्यक्ति	['someone who proclaims a message publicly']	"""वे आकाशवाणी में उद्घोषक थे ।"""	[]
5344	उद्धार_1	deliverance_1	3815	93483	कष्ट या विपत्ति आदि से बचाने या छुड़ाने की क्रिया	['recovery or preservation from loss or danger']	"""इस शाप से उद्धार का कोई तो उपाय होगा ही ।"""	"['work is the deliverance of mankind', ""a surgeon' s job is the saving of lives""]"
5345	उद्दीपन_2	stimulation_3	36293	1261974	उत्तेजित करने या उभाड़ने की क्रिया, अवस्था या भाव, विशेषकर, मनोभावों को जाग्रत तथा उत्तेजित करने की क्रिया, अवस्था या भाव	['the act of arousing an organism to action']	"""चुम्बकीय उद्दीपन के जरिये मस्तिष्क की गंभीर बीमारी पार्किन्सन का इलाज खोज लिया गया है ।"""	[]
5346	उद्योग_1	industry_1	3820	8065234	किसी वस्तु के उत्पादन में रत लोग, कारखाना या संस्थान	['the people or companies engaged in a particular kind of commercial enterprise']	"""सरकार महिला उद्योगों को बढ़ावा दे रही है ।"""	['each industry has its own trade publications']
5347	उद्योगपति_1	industrialist_1	22314	10204177	किसी उद्योग का मालिक	['someone who manages or has significant financial interest in an industrial enterprise']	"""अधिक से अधिक लाभ कमाना सभी उद्योगपतियों का उद्देश्य होता है ।"""	[]
5348	ऊँचाई_1	height_6	26951	5131647	समुद्र स्तर से या पृथ्वी की सतह से ऊपर होने की दूरी	"[""elevation especially above sea level or above the earth' s surface""]"	"""हवाई जहाज बहुत ऊँचाई पर उड़ रहा है ।"""	['the altitude gave her a headache']
5349	ऊँट_1	camel_1	3887	2437136	एक ऊँचा चौपाया जो सवारी ओर बोझ लादने के काम आता है और अधिकतर रेगिस्तान में पाया जाता है	['cud-chewing mammal used as a draft or saddle animal in desert regions']	"""ऊँट रेगिस्तान का जहाज़ माना जाता है ।"""	[]
5350	वाचालता_2	talkativeness_3	37806	4651382	वाचाल होने की अवस्था, गुण या भाव	['the quality of being wordy and talkative']	"""बच्चों की वाचालता अच्छी लगती है ।"""	[]
5351	वाग्दत्त_1	betrothed_1	25461	158110	जिसे दूसरों को देने का वचन दिया जा चुका हो	['pledged to be married']	"""हमारे यहाँ वाग्दत्त कन्या से कोई काम नहीं लिया जाता है ।"""	['the engaged couple']
5352	वाहक_1	carrier_1	28464	8057633	व्यापार में वह व्यक्ति या कंपनी जो लोग, माल, संदेश आदि को एक जगह से दूसरी जगह ले जाए	['a person or firm in the business of transporting people or goods or messages']	"""आपका माल संवाहक द्वारा भेज दिया गया है ।"""	[]
5353	वहाँ_1	there_3	1609	109151	उस जगह पर	['in or at that place']	"""आपकी पुस्तक वहाँ है ।"""	"['they have lived there for years', ""it' s not there"", 'that man there']"
5354	वहाँ_1	there_3	27071	8489627	वह स्थान जो वक्ता से दूर हो या जो यहाँ न हो	['a location other than here', ' that place']	"""आप अपनी पुस्तक वहाँ से ले लीजिए ।"""	['you can take it from there']
5355	वाइसराय_1	viceroy_1	31508	10751785	वह राज्याधिकारी जो कि किसी राज्य के राजा या शासनाधिकारी के प्रतिनिधि के रूप में काम करता है	['governor of a country or province who rules as the representative of his or her king or sovereign']	"""भारत के वाइसरायों में से एक लार्ड आयर्विन भी थे ।"""	[]
5356	वज़ीफ़ा_1	scholarship_3	8802	13266170	अध्ययन के लिए मिलने वाला अनुदान	['financial aid provided to a student on the basis of academic merit']	"""रोहण जैसे गरीब लड़के ने छात्रवृत्ति के बल पर अपनी पढ़ाई पूरी की ।"""	[]
5357	वज़ीफ़ा_2	stipend_1	8265	13294135	किसी के भरण-पोषण आदि के लिए दिया जाने वाला धन	['a sum of money allotted on a regular basis', ' usually for some specific purpose']	"""सरकार विधवाओं, बुजुर्गों आदि के जीवन निर्वाह के लिए वजीफा देती है ।"""	[]
5358	वकालत_1	advocacy_2	25513	1214171	किसी की ओर से उसके अनुकूल बात करने की क्रिया	['active support of an idea or cause etc.', ' especially the act of pleading or arguing for something']	"""बुश ने एच 1 बी वीजा बढ़ाने की वकालत की ।"""	[]
5359	वकील_1	lawyer_1	2760	10249950	वह जिसने वक़ालत की परीक्षा पास की हो और जो अदालतों में किसी की ओर से बहस करे	['a professional person authorized to practice law', ' conducts lawsuits or gives legal advice']	"""इस मामले के लिए उसने शहर के सबसे बड़े वकील को नियुक्त किया है ।"""	[]
5360	वक्ता_1	talker_1	12105	10630188	भाषण या व्याख्यान आदि देने वाला व्यक्ति	['someone who expresses in language', ' someone who talks (especially someone who delivers a public speech or someone especially garrulous)']	"""पंडित हरिशंकरजी एक कुशल वक्ता हैं ।"""	['the speaker at commencement', 'an utterer of useful maxims']
5361	वंशावली_1	genealogy_3	8020	8102402	किसी वंश के लोगों की कालक्रम से बनी हुई सूची	['successive generations of kin']	"""सूर्यवंश की वंशावली में राम के सभी पूर्वजों के नाम दिये गये हैं ।"""	[]
5362	वनरोपण_1	afforestation_1	36211	400278	वन लगाने या वन से आच्छादित करने की क्रिया	['the conversion of bare or cultivated land into forest (originally for the purpose of hunting)']	"""वनरोपण सूखे से बचने का उत्तम उपाय है ।"""	[]
5363	वनस्पतिशास्त्र_1	botany_1	21017	6066555	वह शास्त्र जिसमें पेड़-पौधों की जातियों, अंगो आदि का विवेचन होता है	['the branch of biology that studies plants']	"""संयोगिता वनस्पति शास्त्र की प्राध्यापिका है ।"""	[]
5364	वाणी_2	voice_4	35535	5202284	बोलने या बातचीत करने की शक्ति	['the ability to speak']	"""कहते हैं कि सात वर्ष के गूँगे विष्णु आरोड़ा को गुरु की कृपा से वाणी मिली ।"""	['he lost his voice']
5365	वणिक_2	businessman_1	1602	9882007	व्यापार करने वाला व्यक्ति	['a person engaged in commercial or industrial business (especially an owner or executive)']	"""मोहन एक कुशल व्यापारी है । / वह हीरे का व्यापारी है ।"""	[]
5366	वापस_5	back_7	10819	75161	लौटकर फिर अपने स्थान पर	['in or to or toward a former location']	"""वह वापस अपने घर चली गई ।"""	"[""she went back to her parents'  house""]"
5367	वापसी_2	refund_3	20011	13282161	अदा किए हुए में से कुछ या पूरा वापस आया हुआ पैसा	['money returned to a payer']	"""वेतन में से अधिक टैक्स कट जाने के एक साल बाद भी वापसी नहीं मिली है ।"""	[]
5368	वरदान_1	boon_3	39876	14474264		['a desirable state']		['enjoy the blessings of peace', 'a spanking breeze is a boon to sailors']
5369	वरदी_1	uniform_5	10760	4509592	एक ही तरह के वे कपड़े जो किसी विशेष वर्ग या दल के सब लोगों के पहनने के लिए निर्धारित होते हैं	['clothing of distinctive design worn by members of a particular group as a means of identification']	"""भारत में पुलिस और डाकिया ख़ाकी वरदी पहनते हैं ।"""	[]
5370	वार्ड_1	ward_2	3559	4549919	अस्पताल में रोगियों के लिए बना कक्ष	['block forming a division of a hospital (or a suite of rooms) shared by patients who need a similar kind of care']	"""रोगी कक्ष की नियमित सफ़ाई होनी चाहिए ।"""	['they put her in a 4-bed ward']
5371	वर्ग_1	class_4	28392	7974025	वे लोग जिनकी सामाजिक या आर्थिक अवस्था समान हो	['people having the same social or economic status']	"""मजदूर वर्ग आज भी भूखमरी, रोग आदि का अत्यधिक शिकार हो रहा है ।"""	['the working class', 'an emerging professional class']
5372	वर्गाकार_1	square_3	26749	2043217	वर्ग के आकार का	['having four equal sides and four right angles or forming a right angle']	"""छात्र एक वर्गाकार आकृति बना रहा है ।"""	['a square peg in a round hole', 'a square corner']
5373	वर्गीकरण_1	classification_1	7950	1012712	बहुत-सी वस्तुओं,व्यक्तियों आदि को उनके गुण,कर्म आदि के आधार पर अलग-अलग वर्गों में रखने की क्रिया	['the act of distributing things into classes or categories of the same type']	"""उसने अपने ज्ञान के आधार पर जंतु-जगत का वर्गीकरण किया है ।"""	[]
5374	वर्णमाला_1	alphabet_2	2323	6497459	वर्ण की क्रमबद्ध सारणी	['a character set that includes letters and is used to write a language']	"""हिंदी वर्णमाला के सभी अक्षरों को याद करो ।"""	[]
5375	वर्णनात्मक_1	descriptive_1	26478	732682	जो किसी प्रकार के विवरण से संबंध रखता हो और उसमें सहायक हो	['serving to describe or inform or characterized by description']	"""जैन साहित्य विवरणात्मक धार्मिक साहित्य की श्रेणी में आते हैं ।"""	['the descriptive variable', 'a descriptive passage']
5376	वार्निश_1	varnish_3	12244	4521987	लकड़ी, लोहे आदि पर पोतने का एक प्रकार का चमकीला रंग	['paint that provides a hard glossy transparent coating']	"""मोहन चौखट पर वार्निश पोत रहा है ।"""	[]
5377	वाष्पीकरण_1	vaporization_3	12350	13572436	किसी वस्तु का किसी विशेष प्रक्रिया से भाप के रूप में होने की क्रिया	['the process of becoming a vapor']	"""गरमी के दिनों में जल का वाष्पीकरण सहज ही होता है ।"""	[]
5378	वर्षगाँठ_1	anniversary_2	13731	15249799	गत वर्ष का वह दिन जब कोई विशेष घटना घटित हुई हो	['the date on which an event occurred in some previous year (or the celebration of it)']	"""आज ही हमारी शादी की सालगिरह है ।"""	[]
5379	वर्षीय_2	annual_2	1591	678024	जो एक ही वर्ष तक रहकर नष्ट हो जाता हो	['completing its life cycle within a year']	"""धान एकवर्षी पौधा है ।"""	['a border of annual flowering plants']
5380	वर्तमान_1	present_12	26698	6329734	व्याकरण में वह काल जो वर्तमान समय की क्रियाओं या अवस्थाओं को बताता है	['a verb tense that expresses actions or states at the time of speaking']	"""आज गुरुजी ने वर्तमान काल के बारे में विस्तार से बताया ।"""	[]
5381	वास_1	habitation_4	1506	8580803	वह स्थान या क्षेत्र जहाँ किसी प्राणी का आवास हो	['the native habitat or home of an animal or plant']	"""शेर का निवास स्थान जंगल है ।"""	[]
5382	वसंती_1	vernal_1	4947	1254432	वसंत के समय का या वसंत से संबंधित	['of or characteristic of or occurring in spring']	"""वसंतकालीन मौसम दिल को लुभाता है ।"""	['the vernal equinox']
5383	वशीभूत_3	fascinated_3	11801	865848	मोह या भ्रम में पड़ा हुआ	['having your attention fixated as though by a spell']	"""भगवान का मोहिनी रूप देखकर नारद मोहित हो गए ।"""	[]
5384	वस्तु_2	thing_3	1897	5855004	वह वस्तु जो मूर्त न हो या जिसका कोई ठोस रूप सामने न हो	['a special abstraction']	"""आवाज़ एक अमूर्त वस्तु है ।"""	['a thing of the spirit', 'things of the heart']
5385	वस्तु_3	object_7	1880	2684	वह वस्तु जिसका कोई प्रत्यक्ष रूप या आकार हो	['a tangible and visible entity', ' an entity that can cast a shadow']	"""हम अपने जीवन में मूर्त वस्तुओं का उपभोग अधिकाधिक मात्रा में करते हैं ।"""	['it was full of rackets, balls and other objects']
5386	वास्तुकार_1	architect_1	34142	9805475	वह व्यक्ति जो वास्तु या इमारत की रूपरेखा बनाता है	['someone who creates plans to be used in making something (such as buildings)']	"""ताजमहल के वास्तुकार की सभी दाद देते हैं ।"""	[]
5387	वस्तुनिष्ठ_1	objective_4	11092	13442	वस्तु या पदार्थ से संबंध रखनेवाला	['belonging to immediate experience of actual things or events']	"""विज्ञान मानव की वस्तुनिष्ठ बुद्धि के विकास में सहायक होता है ।"""	['objective benefits', 'an objective example', 'there is no objective evidence of anything of the kind']
5388	वटी_1	pill_5	10713	3936764	छोटी गोली या टिकिया	['something that resembles a tablet of medicine in shape or size']	"""वैद्य ने रोगी को औषध की दो वटिका दी ।"""	[]
5389	वातावरण_1	atmosphere_1	9401	8499057	वह हवा जिसने पृथ्वी को चारों ओर से घेरा हुआ है	['the mass of air surrounding the Earth']	"""हमें वातावरण को दूषित होने से बचाना चाहिए ।"""	['there was great heat as the comet entered the atmosphere', 'it was exposed to the air']
5390	वधिक_2	executioner_2	10016	10069427	वह जो प्राणदंड पानेवालों का वध करता हो	['an official who inflicts capital punishment in pursuit of a warrant']	"""जल्लाद ने मृत्युदंड की सजा पाये व्यक्ति को फाँसी पर झूला दिया ।"""	[]
5391	वधू_1	bride_3	6206	9874618	नई ब्याही हुई स्त्री	['a woman who has recently been married']	"""बारातियों के सामने दुल्हन शरमा रही थी ।"""	[]
5392	वायलिन_1	violin_1	403	4536866	सारंगी की तरह का एक बाजा	['bowed stringed instrument that is the highest member of the violin family', ' this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow']	"""भास्कर वायलिन बजाने में निपुण है ।"""	[]
5393	वायरस_1	virus_3	12844	1328702	वह अतिसूक्ष्म संक्रामक जीव जो साधारण माइक्रोस्कोप द्वारा नहीं देखा जा सकता और अपने पोषण तथा चयापचय एवं जनन के लिए परजीवी के रूप में किसी कोशिका के भीतर रहता है	['(virology) ultramicroscopic infectious agent that replicates itself only within cells of living hosts', ' many are pathogenic', ' a piece of nucleic acid (DNA or RNA) wrapped in a thin coat of protein']	"""विषाणु से कई प्रकार के रोग होते हैं ।"""	[]
5394	वायरस_1	virus_3	35205	6585816	अपनी प्रतिलिपि स्वयं तैयार करने में तथा प्रायः उसी कंप्यूटर के अन्य प्रोग्रामों की फाइलों को बहुत अधिक हानि पहुँचाने में सक्षम एक साफ्टवेयर प्रोग्राम	['a software program capable of reproducing itself and usually capable of causing great harm to files or other programs on the same computer']	"""कंप्यूटर वाइरस बिना मानव सहयोग के नहीं फैल सकते ।"""	['a true virus cannot spread to another computer without human assistance']
5395	वायुगतिकी_1	aerodynamics_1	27810	6114351	यांत्रिकी की एक शाखा जिसमें गैसों विशेषकर वायु की गति और प्रवाह में पिंडों पर होनेवाले प्रभावों का अध्ययन किया जाता है	['the branch of mechanics that deals with the motion of gases (especially air) and their effects on bodies in the flow']	"""शीला वायुगतिकी का अध्ययन कर रही है ।"""	[]
5396	वैचारिक_1	ideological_1	11115	12932	विचार से संबंध रखने वाला	['concerned with or suggestive of ideas']	"""वैचारिक परिवर्तन के द्वारा ही भेदभाव दूर किया जा सकता है ।"""	"['an ideological argument', 'ideological application of a theory', ""the drama' s symbolism was very ideological""]"
5397	वैज्ञानिक_1	scientist_1	3197	10560637	विज्ञान-संबंधी खोज करने वाला या विज्ञान के क्षेत्र में काम करने वाला व्यक्ति	['a person with advanced knowledge of one or more sciences']	"""अब्दुल कलाम पहले भारतीय वैज्ञानिक हैं जो राष्ट्रपति बने हैं ।"""	[]
5398	वैज्ञानिक_2	scientific_3	2141	2793273	विज्ञान के क्षेत्र, प्रक्रिया, सिद्धांत आदि से संबंध रखने वाला	['of or relating to the practice of science']	"""रोबोट वैज्ञानिक प्रक्रिया के आधार पर काम करता है ।"""	['scientific journals']
5399	वेष्टित_2	surrounded_3	5097	1658666	जो घेरा हुआ हो	['confined on all sides']	"""मेरा गाँव चारों ओर से पेड़-पौधों से घिरा है ।"""	['a camp surrounded by enemies', 'the encircled pioneers']
5400	वेष्टित_3	wrapped_3	32252	1695505	जो लपेटा हुआ हो	['covered with or as if with clothes or a wrap or cloak']	"""माँ चादर से लिपटे शिशु को पालने पर लिटा दी ।"""	['leaf-clothed trees', 'fog-cloaked meadows', 'a beam draped with cobwebs', 'cloud-wrapped peaks']
5401	वेटर_1	waiter_1	18485	10763383	वह व्यक्ति जो होटलों आदि में भोजन का आदेश लेता एवं मेज पर भोजन परोसता है	['a person whose occupation is to serve at table (as in a restaurant)']	"""भोजन समय पर न लाने के लिए उसने बैरे को बहुत फटकारा ।"""	[]
5402	वैवाहिक_2	nuptial_1	8025	2843495	विवाह से संबंधित या विवाह का	['of or relating to a wedding']	"""वैवाहिक कार्यक्रम रातभर चला ।"""	['bridal procession', 'nuptial day', 'spousal rites', 'wedding cake', 'marriage vows']
5403	वैतनिक_1	salaried_1	3917	863717	वेतन पर काम करने या वेतन पानेवाला	['receiving a salary']	"""वह एक वैतनिक कर्मचारी है पर तीन महीने से उसका वेतन रूका हुआ है ।"""	['salaried members of the staff']
5404	वैधानिक_1	legislative_3	10064	2829422	जो विधान के रूप में हो	['of or relating to or created by legislation']	"""हमें वैधानिक कार्यों में बाधा नहीं डालनी चाहिए ।"""	['legislative proposal']
5405	वैधव्य_1	widowhood_2	15980	15153667	राँड़ या विधवा होने की अवस्था या भाव	"[""the time of a woman' s life when she is a widow""]"	"""औरतों के लिए रँडापा सबसे बड़ा अभिशाप है ।"""	[]
5406	वैदिक_1	Vedic_1	8024	2823266	वेद का या वेद से संबंधित	['of or relating to the Vedas or to the ancient Sanskrit in which they were written']	"""चिन्मय आश्रम में वैदिक शिक्षा दी जाती है ।"""	['the Vedic literature']
5407	वैयाकरण_1	grammarian_1	10065	10141364	व्याकरण का ज्ञाता	['a linguist who specializes in the study of grammar and syntax']	"""पाणिनि संस्कृत के व्याकरणज्ञ थे ।"""	[]
5408	व्हेल_1	whale_1	10598	2062744	समुद्र में रहने वाला मछली के आकार का एक बड़ा जल-जंतु	['any of the larger cetacean mammals having a streamlined body and breathing through a blowhole on the head']	"""व्हेल बड़ी-बड़ी जहाज़ों को उलट देती है ।"""	[]
5409	विभाग_1	department_2	28374	8548733	कुछ देशों का क्षेत्रीय और प्रशासनिक विभाग	['the territorial and administrative division of some countries (such as France)']	"""वह फ्रांस के विभाग के बारे में बता रहा है ।"""	[]
5410	विभाग_1	department_2	10798	8114861	"सुविधा या प्रबंध के लिए कार्य का अलग किया हुआ क्षेत्र:""आप आई:आई:टी"	['a specialized division of a large organization']	"के किस विभाग में कार्यरत हैं ?"""	"[""you' ll find it in the hardware department"", 'she got a job in the historical section of the Treasury']"
5411	विभागीय_1	departmental_1	23731	3059966	किसी विभाग संबंधी	['of or relating to a department']	"""आप हमारे विभागीय कार्यों में हस्तक्षेप न करें तो अधिक अच्छा होगा ।"""	['departmental policy']
5412	विभाजक_1	dividing_1	26679	565115	विभाजन करनेवाला	['serving to divide or marking a division']	"""दो देशों के बीच एक विभाजक रेखा होती है ।"""	['the divisional line between two states']
5413	विभाजित_1	divided_2	3076	2478749	जिसका विभाजन हुआ हो	['separated into parts or pieces']	"""भारत में विभाजित राज्यों की संख्या में वृद्धि हो रही है ।"""	['opinions are divided']
5414	विभाज्य_1	divisible_1	25293	784533	जिसका विभाग किया जा सके या जिसे बाँटा जा सके	['capable of being or liable to be divided or separated']	"""चार दो से विभाज्य है ।"""	['even numbers are divisible by two', 'the Americans fought a bloody war to prove that their nation is not divisible']
5415	विभक्ति_2	case_4	10046	6310945	शब्द के आगे लगा हुआ वह प्रत्यय अथवा चिन्ह जिससे यह पता लगता है कि उस शब्द का क्रिया पद से क्या संबंध है	['nouns or pronouns or adjectives (often marked by inflection) related in some way to other words in a sentence']	"""ने,को,का,के लिए,से आदि विभक्ति कहलाते हैं ।"""	[]
5416	विचलन_2	deviation_2	28003	350380	प्रतिज्ञा या संकल्प से हट जाने की क्रिया	['a turning aside (of your course or attention or concern)']	"""विचलन का कारण प्रायः स्वार्थ होता है ।"""	['a diversion from the main highway', 'a digression into irrelevant details', 'a deflection from his goal']
5417	विचारवान्_1	thoughtful_4	10026	2119971	जिसमें अच्छी तरह विचार करने की शक्ति हो	['acting with or showing thought and good sense']	"""चाणक्य एक विचारशील व्यक्ति था ।"""	['a sensible young man']
5418	विचारित_1	considered_1	11098	2420085	अच्छी तरह से विचार किया हुआ	['resulting from careful thought']	"""यह मामला बड़े लोगों द्वारा सुविचारित है ।"""	['the paper was well thought out']
5419	विडंबना_3	irony_2	10039	4715075	अपेक्षित और घटित के बीच होने वाली असंगति	['incongruity between what might be expected and what actually occurs']	"""यह कैसी विडंबना है कि कल का लखपति आज सड़क पर भीख माँग रहा है ।"""	"[""the irony of Ireland' s copying the nation she most hated""]"
5420	विघटन_1	disintegration_2	7355	13467916	टूटने, खंडित होने या विघटित होने की क्रिया	['separation into component parts']	"""किसी भी समाज का विघटन उसे कमज़ोर ही बनाता है ।"""	[]
5421	विहित_1	prescribed_3	15864	720212	जिसका विधान किया गया हो	['set down as a rule or guide']	"""हमें शास्त्र विहित कर्म ही करना चाहिए ।"""	[]
5422	विजेता_2	victor_1	18558	10782940	वह जिसने विजय पायी हो	['the contestant who wins the contest']	"""लोगों ने विजेता को अपने कंधों पर उठा लिया ।"""	[]
5423	विज्ञापित_1	advertised_2	33911	469767	विज्ञापन या इश्तिहार द्वारा प्रसारित	['called to public attention']	"""विज्ञापित औषध का प्रयोग न करें । / इश्तिहारी दवा का इस्तेमाल करने से पहले डॉक्टर या वैद्य की सलाह अवश्य लें ।"""	['these advertised products']
5424	विज्ञप्ति_1	communique_1	23756	6682794	बतलाने या सूचित करने की क्रिया	['an official report (usually sent in haste)']	"""विश्व स्वास्थ्य संगठन की एक विज्ञप्ति के अनुसार सारे संसार में चूहे ३३ करोड़ टन चावल खा जाते हैं ।"""	[]
5425	विकल्प_1	option_1	5203	5790944	सामने आए हुए दो या अधिक ऐसी बातों या कामों में से हर एक जिनमें से एक अपने लिए ग्रहण किया जाने को हो	['one of a number of things from which only one can be chosen']	"""रोगी को दूसरे अस्पताल में ले जाने के सिवाय और कोई विकल्प नहीं है ।"""	['what option did I have?', 'there no other alternative', 'my only choice is to refuse']
5426	विकर्ण_1	diagonal_1	4289	13904325	वह रेखा जो किसी चतुर्भुज के तिरछे बल में पड़नेवाले आमने-सामने के बिंदुओं को मिलाती और उस चतुर्भुज को दो त्रिभुजों में विभक्त करती है	['(geometry) a straight line connecting any two vertices of a polygon that are not adjacent']	"""इस चतुर्भुज में विकर्ण की लंबाई 5 सेंटीमीटर है ।"""	[]
5427	विकास_1	evolution_1	10480	13477023	क्रमशः उत्तमता या पूर्णता की ओर प्रवृत्ति	['(biology) the sequence of events involved in the evolutionary development of a species or taxonomic group of organisms']	"""बंदर का क्रम विकास मनुष्य के रूप में हुआ ।"""	[]
5428	विकट_4	monstrous_1	11363	1131454	बहुत गहरे परिणाम वाला	['shockingly brutal or cruel']	"""हत्या एक संगीन जुर्म है ।"""	['murder is an atrocious crime', 'a grievous offense against morality', 'a grievous crime', 'no excess was too monstrous for them to commit']
