	hindi_word
11160	वर्ष वृतान्त,
11161	वर्षबोध,
11162	वर्षा का जल,
11163	वर्षा की एक बूंद,
11164	वर्षा हो,
11165	वर्षानुवर्षी,
11166	वलयक,
11167	वलयित,
11168	वश कर,
11169	वश में रख,
11170	वश में लाना या रख,
11171	वश में हो,
11172	वशंवद,
11173	वशानुग,
11174	वशिता,
11175	वशीभूत कर ले,
11176	वश्यता,
11177	वसीक़ा,
11178	वसीयत कर,
11179	वसीयततकर्त्ता,
11180	वसीयततनामा,
11181	वसूल कर,
11182	वस्तु विनिमय कर,
11183	वस्तुत,
11184	वस्तुनिष्ठता,
11185	वस्तुवाद,
11186	वस्तुवादी,
11187	वस्तुविनिमय,
11188	वस्तुस्थिति,
11189	वस्त्र पहन,
11190	वस्त्रागार,
11191	वह कारण जो पता न हो,
11192	वहन कर पा,
11193	वहन कर,
11194	वहमी,
11195	वहशत,
11196	वहशियाना,
11197	वहशीपन,
11198	वहाँ से यहाँ,
11199	वहाँ से,
11200	वही,
11201	वहीं,
11202	वाउचर,
11203	वाकपटुता,
11204	वाक़फ़ियत,
11205	वाक़फ़ीयत,
11206	वाक़े,
11207	वाकिफ़,
11208	वाकिफ़कार,
11209	वाकिफ़कारी,
11210	वाक्कलह,
11211	वाक्केलि,
11212	वाक्पाटव,
11213	वाक्य रचना,
11214	वाक्यखंड,
11215	वाक्यगत,
11216	वाक्यरचना,
11217	वाक्यविज्ञान,
11218	वाक्यविन्यास,
11219	वाक्यविश्लेषण,
11220	वाक्यांश,
11221	वाक्याडंबर,
11222	वागाडंबर,
11223	वागीश,
11224	वाग्जाल,
11225	वाग्मी,
11226	वाग्युध्द,
11227	वाग्विकार,
11228	वाग्विदग्ध,
11229	वाग्विलास,
11230	वाग्विश्वास,
11231	वाग्वैदग्ध्य,
11232	वाचकत्व,
11233	वाचनिक,
11234	वाचाबंध,
11235	वाच्यत्व,
11236	वाज़िह,
11237	वाजिबबी,
11238	वाजीकर,
11239	वाटरकलर,
11240	वाटरप्रूफ़,
11241	वाटरमार्क,
11242	वाड्मय,
11243	वाणिज्यक,
11244	वाणिज्यदूतावास,
11245	वाणिज्यवाद,
11246	वाणी का उतार,
11247	वातरंध्र,
11248	वातानुकूलनलित,
11249	वातानूकुल,
11250	वातापेक्षी,
11251	वातायन,
11252	वातास,
11253	वातित,
11254	वातुल,
11255	वातें,
11256	वातोन्माद,
11257	वाद विवाद कर,
11258	वादक समूह,
11259	वादकला,
11260	वादकारी,
11261	वादपत्र,
11262	वादप्रतीवाद,
11263	वादविवाद,
11264	वादा कर,
11265	वाद्य संगीत,
11266	वाद्यसंगीत,
11267	वानस्पत्य,
11268	वापस दे,
11269	वापस ले,
11270	वापस लौट,
11271	वापस हो,
11272	वापसी का संकेत,
11273	वापिस आ,
11274	वाबस्तगी,
11275	वामता,
11276	वामपार्श्व,
11277	वामपार्श्विक,
11278	वामावर्तर्त्ती,
11279	वायदाबाज़ार,
11280	वायदे के सौदे,
11281	वायलिन नामक बाजा,
11282	वायलिनवादक,
11283	वायु की दिशा बताने वाला यन्त्र,
11284	वायु से भरा हुआ,
11285	वायु सैनिक,
11286	वायुदाब,
11287	वायुबंध,
11288	वायुमान,
11289	वायुमानवाहक,
11290	वायुमापी,
11291	वायुयान का धड,
11292	वायुरुद्ध,
11293	वायुवैज्ञानिक,
11294	वायुश्वासी,
11295	वायुसेवा,
11296	वायुसैनिक,
11297	वार-पार,
11298	वारंवार,
11299	वारनिश,
11300	वारवनिता,
11301	वारा-न्यारा,
11302	वारिगर्भ,
11303	वारिबंध,
11304	वारिवाहन,
11305	वारिविहार,
11306	वारुणी,
11307	वार्डन,
11308	वार्ताकार,
11309	वार्ताहर,
11310	वार्तिक,
11311	वार्द्धक्य,
11312	वार्षिकी,
11313	वालंटियर,
11314	वालिबाल,
11315	वालुका,
11316	वाल्व,
11317	वावैला,
11318	वाशर,
11319	वाष्पन,
11320	वाष्पननीय,
11321	वाष्पमय,
11322	वाष्पमापी,
11323	वाष्पाकुल,
11324	वाष्पीकरणकृत,
11325	वाष्पीकरणय,
11326	वासना जगा,
11327	वास्कट,
11328	वास्तु-कला,
11329	वास्तुकला अनुसार,
11330	वाहनों की टोली,
11331	वाहवाह,
11332	वाही-तवाही,
11333	वाह्या,
11334	विकंप,
11335	विकंपित,
11336	विकर्षण,
11337	विकर्षणर्षिता,
11338	विकलक,
11339	विकललांग,
11340	विकलेंद्रिय,
11341	विकल्पत,
11342	विकस,
11343	विकसित कर,
11344	विकार्य,
11345	विकाश,
11346	विकासकालीन,
11347	विकासमान,
11348	विकासवाद,
11349	विकासवादी,
11350	विकिरणमापी,
11351	विकिरणमिति,
11352	विकिरणविज्ञान,
11353	विकीर्णन,
11354	विकुंचित,
11355	विकृत कर,
11356	विकृत हो,
11357	विकृतिविज्ञान,
11358	विकृतिवैज्ञानिक,
11359	विकृतीकरण,
11360	विकेंद्रित,
11361	विक्रययी,
11362	विक्री केन्द्र,
11363	विक्रेयता,
11364	विक्षत,
11365	विक्षा ले,
11366	विक्षुब्ध,
11367	विक्षेपक,
11368	विखंडनडनज,
11369	विखंडनडनात्मक,
11370	विखंडनडनीय,
11371	विगठन,
11372	विगठननात्मक,
11373	विगति,
11374	विगर्हण,
11375	विगर्हणणीय,
11376	विग्रहही,
11377	विघटनकारी,
11378	विघटननात्मक,
11379	विघटित कर,
11380	विघटित हो,
11381	विघटित,
11382	विघ्न डाल,
11383	विचकित,
11384	विचार करने की क्रिया,
11385	विचार गोष्ठी,
11386	विचार प्रकट कर,
11387	विचार विमर्श,
11388	विचार व्यक्त कर,
11389	विचार शून्य,
11390	विचार शून्यता,
11391	विचारकर्त्ता,
11392	विचारगोष्ठी,
11393	विचारवाद,
11394	विचारवादी,
11395	विचारशीलता,
11396	विचारों को अधिक शक्तिशाली बना,
11397	विचारों में टक्कर,
11398	विचारों में भिन्नता,
11399	विचिकित्सा,
11400	विच्छित्ति,
11401	विच्छेदी,
11402	विजड़ित,
11403	विजय पाना या पार कर,
11404	विजयकर,
11405	विजयोल्लसित,
11406	विजातीय,
11407	विज्जु,
11408	विज्ञानवादी,
11409	विज्ञापक,
11410	विज्ञापन की प्रणाली,
11411	विज्ञापन दे,
11412	विज्ञापन हेतु पुस्तिका,
11413	विज्ञापनदाता,
11414	विडंबन,
11415	वितत,
11416	वितरणरक,
11417	वितरणरिका,
11418	वितल,
11419	वितुंड,
11420	वित्तदाता,
11421	वित्तप्रबंध,
11422	वित्तहीन,
11423	वित्तीर्ण,
11424	विथकित,
11425	विथरा,
11426	विदग्धता,
11427	विदरण,
11428	विदल,
11429	विदलन,
11430	विदार,
11431	विदारण,
11432	विदीर्ण,
11433	विदुषक,
11434	विदूषित,
11435	विदेशगमन,
11436	विदेशज,
11437	विदेशीय,
11438	विदेहत्व,
11439	विद्दुत प्रवाह का प्रतिरोध,
11440	विद्या अर्जन कर,
11441	विद्यादान,
11442	विद्याभ्यास,
11443	विद्यामान,
11444	विद्यार्जन,
11445	विद्यावान्,
11446	विद्युत अपघट्य,
11447	विद्युत चक्र का अन्तिम सिरा,
11448	विद्युत शक्ति,
11449	विद्युत संचालन शक्ति,
11450	विद्युतद्वार,
11451	विद्युत् शक्ति,
11452	विद्युत् साँकेट,
11453	विद्युत्त्-अपघटन,
11454	विद्युत्त्-अपघटनी,
11455	विद्युत्त्-अपघट्य,
11456	विद्युत्त्-चुंबक,
11457	विद्युत्त्-विशेषज्ञ,
11458	विद्युत्त्-विश्लेषण,
11459	विद्युत्त्-शक्ति,
11460	विद्युत्दग्र,
11461	विद्युत्दणु,
11462	विद्युत्द्घात,
11463	विद्युत्द्वाहक,
11464	विद्युत्न्मय,
11465	विद्युत्न्मापी,
11466	विद्योचित,
11467	विद्योपार्जन,
11468	विद्रोह कर,
11469	विद्रोहजनक,
11470	विद्रोहही,
11471	विद्वत्तापुर्ण,
11472	विद्वत्तापूर्ण मानक,
11473	विद्वान्,
11474	विद्वेषषी,
11475	विधना,
11476	विधर्म,
11477	विधवा कर,
11478	विधवाविवाह,
11479	विधानपालिका,
11480	विधानांग,
11481	विधायी,
11482	विधि पूर्वक भेँट,
11483	विधि रक्षक,
11484	विधिकर्त्ता,
11485	विधिबहिष्कृत,
11486	विधिवक्ता,
11487	विधिवत प्रस्तावित,
11488	विधिवर्ग,
11489	विधिवेत्ता,
11490	विधिशास्त्री,
11491	विधुन्मय,
11492	विधूम,
11493	विध्यात्मक,
11494	विध्यात्मकता,
11495	विध्वंस कर,
11496	विध्वंसकर्ता,
11497	विध्वंसी,
11498	विध्वंस्त,
11499	विनत,
11500	विनभ्र,
11501	विनभ्रता,
11502	विनयपुर्वक,
11503	विनयशीलता,
11504	विनश्वरता,
11505	विनाशधर्मी,
11506	विनाशन,
11507	विनाशोन्मुख,
11508	विनिधान,
11509	विनिबंध,
11510	विनिमयमेय,
11511	विनिमेय,
11512	विनियंत्रण,
11513	विनियम्,
11514	विनियुक्त,
11515	विनिर्णय,
11516	विनिर्णायक,
11517	विनिर्णीत,
11518	विनिर्देश,
11519	विनिर्माणता,
11520	विनिर्मित,
11521	विनिर्मितति,
11522	विनिहित,
11523	विनोद से,
11524	विनोदप्रिय,
11525	विनोदशीलता,
11526	विपक्षभाव,
11527	विपक्षवृत्ति,
11528	विपण,
11529	विपणि,
11530	विपण्य,
11531	विपत्ति-ग्रस्त,
11532	विपत्तिवाद,
11533	विपत्र,
11534	विपथन,
11535	विपद्,
11536	विपयस्त,
11537	विपरीत हो,
11538	विपर्याय,
11539	विप्रतिपत्ति,
11540	विप्रतीप,
11541	विप्रयोग,
11542	विप्रलब्ध,
11543	विफल कर दे,
11544	विबोध,
11545	विभंग,
11546	विभंजन,
11547	विभक्तिह्रास,
11548	विभग्न,
11549	विभद्य,
11550	विभाजन कर,
11551	विभाजित हो,
11552	विभान्न,
11553	विभुता,
11554	विभेद जान ले,
11555	विभ्रांत,
11556	विभ्राट,
11557	विमंडित,
11558	विमन,
11559	विमर्दन,
11560	विमा,
11561	विमान निर्माण तकनीक,
11562	विमानक्षेत्र,
11563	विमानचालक,
11564	विमानचालन,
11565	विमानपरिचारिका,
11566	विमानविज्ञान,
11567	विमिति,
11568	विमिश्रित,
11569	विमुक्त कर,
11570	विमुख कर,
11571	विमुग्ध,
11572	विमूलन,
11573	विमोहक,
11574	वियुक्ति,
11575	वियोगांत,
11576	वियोजक,
11577	वियोजन,
11578	विरंग,
11579	विरचन,
11580	विरलित,
11581	विरस,
11582	विराज,
11583	विराम लगा,
11584	विरामावस्था,
11585	विरामी,
11586	विरासट,
11587	विरुदावली,
11588	विरुप,
11589	विरूप प्राणी,
11590	विरूपाक्ष,
11591	विरेचित,
11592	विरेध,
11593	विरेधी,
11594	विरोध कर,
11595	विरोधित,
11596	विरोधी संस्था,
11597	विलगा,
11598	विलय कर,
11599	विलसित,
11600	विलाप कर,
11601	विलीयन,
11602	विलेप,
11603	विलो का पेड़,
11604	विवक्षा,
11605	विवरण दे,
11606	विवर्धन,
11607	विवश कर,
11608	विवाचक,
11609	विवाद कर,
11610	विवाह कर,
11611	विवाह का,
11612	विवाह संबंधी,
11613	विवाह संबन्धी,
11614	विवाह-योग्य,
11615	विवाह-विच्छेद,
11616	विवाह-संबंधी,
11617	विवाहउत्सव,
11618	विवाहद्वेष,
11619	विवाहबंधन,
11620	विवाहयोग्य,
11621	विवाहविषयक,
11622	विवाहसंबंधी,
11623	विवाहार्थी,
11624	विवाहोत्सव,
11625	विविक्त,
11626	विविध मनोरंजन,
11627	विवृत,
11628	विवृति,
11629	विवृत्त,
11630	विवेक बुद्धि,
11631	विवेकपूर्ण,
11632	विवेचन कर,
11633	विवेचनात्मक,
11634	विवेचित,
11635	विव्हल,
11636	विशालदर्शी,
11637	विशिष्ट कर दे,
11638	विशिष्ट शब्दावली,
11639	विशुद्धात्मा,
11640	विशेष अध्ययन,
11641	विशेष आज्ञा ली हुई वस्तु बेच,
11642	विशेष उद्देश्य से बना हुआ,
11643	विशेष उपकरण,
11644	विशेष चरित्र,
11645	विशेष प्रकार की आकृति प्रदान कर,
11646	विशेष रूप से प्रभावित हो,
11647	विशेष विवरण दे,
11648	विशेष श्रेणी मे रख,
11649	विशेष स्थानसूचित परिकलक पर्दे का बिंदु,
11650	विशेषतया,
11651	विशेषता से,
11652	विशेषनाम,
11653	विशेषाधिकृत,
11654	विशेषित,
11655	विशेष्य,
11656	विश्रांतिकाल,
11657	विश्रामकक्ष,
11658	विश्रामकाल,
11659	विश्रृंखल,
11660	विश्लिष्ट,
11661	विश्लेष,
11662	विश्लेषणात्मक,
11663	विश्लेषणीय,
11664	विश्लेषित,
11665	विश्व व्यापक,
11666	विश्वराज्य,
11667	विश्वविद्द्यालय का अध्यापक,
11668	विश्वव्यापक,
11669	विश्वसन,
11670	विश्वसम्बन्धी,
11671	विश्वसाम्राज्य,
11672	विश्वस्त सूत्र से,
11673	विश्वास दिला,
11674	विश्वास भरोसा,
11675	विश्वास योग्य,
11676	विश्वास सहित,
11677	विश्वासघात कर,
11678	विश्वासयोग्य,
11679	विष दे,
11680	विषण्ण,
11681	विषपायी,
11682	विषम परिस्थिति मे फँसना,
11683	विषमंत्र,
11684	विषमांग,
11685	विषय बदलता रह,
11686	विषय वाक्य,
11687	विषयवासना,
11688	विषयांतर,
11689	विषयात्मक,
11690	विषयासक्त,
11691	विषाक्तता,
11692	विषादित,
11693	विषूचिका,
11694	विसंपर्क,
11695	विसम्मत,
11696	विसम्मति,
11697	विसर्जन केन्द्र,
11698	विसर्पण कर,
11699	विसर्पण,
11700	विसार,
11701	विसृति,
11702	विसैन्यीकरण,
11703	विस्तार कर,
11704	विस्तार से किया हुआ,
11705	विस्तारण,
11706	विस्तृत तरह से,
11707	विस्तृत सूची,
11708	विस्वर,
11709	विस्वाद,
11710	विहसन,
11711	विहारगृह,
11712	विहारस्थल,
11713	विहारस्थली,
11714	वीचि,
11715	वीटोअधिकार,
11716	वीडियो टेप,
11717	वीडियो बना,
11718	वीडियो,
11719	वीणा,
11720	वीथि,
11721	वीरता का काम,
11722	वीरत्व,
11723	वीरपूजा,
11724	वीरान हो जा,
11725	वीरोचित,
11726	वीर्यकीटाणु,
11727	वीर्यसंबंधी,
11728	वीर्यहानि,
11729	वीर्याधान,
11730	वुजूद,
11731	वृंद गान,
11732	वृक्काकार,
11733	वृक्ष काट,
11734	वृक्षदेवी,
11735	वृक्षरोपण,
11736	वृक्षवाटिका,
11737	वृक्षसंकुल,
11738	वृक्षसंवर्धन,
11739	वृक्षाकार,
11740	वृक्षाभ,
11741	वृक्षायुर्वेद,
11742	वृतान्त,
11743	वृत्तखण्ड,
11744	वृत्तांश,
11745	वृत्ताकार क्षेत्र,
11746	वृत्तिदान,
11747	वृत्तीय रूप से,
11748	वृद्धि हो,
11749	वृद्धिकर,
11750	वृहदान्त्र,
11751	वेगम,
11752	वेतन-भेगी,
11753	वेतनवृद्धि,
11754	वेतस्,
11755	वेताल,
11756	वेदनिंदक,
11757	वेदिका,
11758	वेधन,
11759	वेल्लन,
11760	वेश्या वृत्ति,
11761	वेश्यागृह,
11762	वैगन,
11763	वैचारिकी,
11764	वैचित्र्य,
11765	वैजयंती,
11766	वैज्ञानिक जाँच,
11767	वैतरणी,
11768	वैतालिक,
11769	वैदग्ध्य,
11770	वैदुर्य,
11771	वैदुष्य,
11772	वैदेशिक,
11773	वैधर्म्य,
11774	वैधीकरण,
11775	वैन,
11776	वैभवपूर्ण राजकीय,
11777	वैरप्रतिकार,
11778	वैरप्रतिशोत,
11779	वैरभाव,
11780	वैराग्य लाने वाला,
11781	वैवाहिक जीवन,
11782	वैश्यकर्म,
11783	वैसे ही,
11784	वोट प्राप्त कर,
11785	वोटर,
11786	व्यंग्यपूर्वक,
11787	व्यंग्यरूपक,
11788	व्यंग्योक्ति,
11789	व्यक्त कर,
11790	व्यक्ति की अवस्था,
11791	व्यक्ति जिसे सदा काम करने की आदत हो,
11792	व्यक्तिगत जिम्मेदारी,
11793	व्यक्तिगत बना ले,
11794	व्यक्तिगत रूप से,
11795	व्यक्तियों का समूह,
11796	व्यक्तिवाद,
11797	व्यक्तिवादी,
11798	व्यक्तीकरण,
11799	व्यक्तोच्चार,
11800	व्यख्याता,
11801	व्यजन,
11802	व्यतिकर,
11803	व्यतिक्रांत,
11804	व्यतिरेक कर,
11805	व्यतिहार,
11806	व्यतीत कर,
11807	व्यत्यय,
11808	व्यय कर,
11809	व्यवच्छिन्न,
11810	व्यवसाय विशेष से सम्बन्धित शब्द,
11811	व्यवसाय संघ,
11812	व्यवसायत्मक,
11813	व्यवस्थित कर,
11814	व्यवस्थित रूप से,
11815	व्यवहर्त्ता,
11816	व्यवहार कर,
11817	व्यवहार को नियन्त्रित करनेवाला नियम,
11818	व्यवहार में स्वतन्त्रता,
11819	व्यवहार वैचित्र्य,
11820	व्यवहार्,
11821	व्यष्टि,
11822	व्याकुल कर,
11823	व्याकोच,
11824	व्याख्या कर,
11825	व्याख्यान कर,
11826	व्यापक बना,
11827	व्यापत,
11828	व्यापार कर,
11829	व्यापार में ली हुई मुद्रा,
11830	व्यापार में,
11831	व्यापारिक कंपनी,
11832	व्यापारी माल,
11833	व्याप्त गुण,
11834	व्याप्ति,
11835	व्यायाम कर,
11836	व्यावर्तक,
11837	व्यावर्तन,
11838	व्युत्पाद्य,
11839	व्यूहनिपुण,
11840	व्यूहरचना,
11841	व्यौरा,
11842	व्यौरेवार वर्णन कर,
11843	व्यौरेवार,
11844	व्रटमार,
11845	व्रत रख,
11846	व्हेल की हड्डी,
11847	शंकुधारी,
11848	शकील,
11849	शकुनविचार,
11850	शकुनविद्या,
11851	शकुनी,
11852	शक्ति बढ़,
11853	शक्तिकुंठन,
11854	शक्तिमत्ता,
11855	शक्लसुरत,
11856	शटिल,
11857	शतवर्षीय उत्सव,
11858	शताब्द,
11859	शद्धचारवाद,
11860	शद्धता,
11861	शद्धात्मा,
11862	शनाख़्त,
11863	शनै,
11864	शबीह,
11865	शब्ड,
11866	शब्द रूप,
11867	शब्दचयन,
11868	शब्दप्रमाण,
11869	शब्दभंडार,
11870	शब्दव्युत्पत्ति,
11871	शब्दश:,
11872	शब्दशासन,
11873	शब्दशास्त्र,
11874	शब्दसंक्षेप,
11875	शब्दसंग्रह,
11876	शब्दानुशासन,
11877	शब्दानुसार,
11878	शब्दार्थविज्ञान,
11879	शब्दार्थशास्त्र,
11880	शब्देंद्रिय,
11881	शब्दों में प्रकट कर,
11882	शब्दोच्चार,
11883	शमांतक,
11884	शमित,
11885	शयनगृह,
11886	शयनशाला,
11887	शरअ,
11888	शरणस्थान,
11889	शरमा,
11890	शरह,
11891	शराफ़त,
11892	शराब का छोटा घूँट,
11893	शराब की दुकान,
11894	शराब की भट्टी,
11895	शराब रहित झागदार पेय,
11896	शराबबंदी,
11897	शराव,
11898	शरीर का झुकाव,
11899	शरीर के अंगों की कार्य प्रणाली,
11900	शरीर रचना,
11901	शरीरक्रिया,
11902	शरीरगठन,
11903	शरीरत्याग,
11904	शरीरनिपात,
11905	शरीरपतन,
11906	शरीरपात,
11907	शरीररक्षक,
11908	शरीररचना,
11909	शरीरशास्त्री,
11910	शर्त के साथ,
11911	शर्ती,
11912	शर्महया,
11913	शर्मा,
11914	शलग़म,
11915	शल्य चिकित्सा सम्बन्धी,
11916	शस्त्र का आघात,
11917	शस्त्र युक्त कर,
11918	शस्त्रधारी सेना,
11919	शहँशाह,
11920	शहतीर,
11921	शहनाई,
11922	शहाना,
11923	शांत कर,
11924	शाइस्तगी,
11925	शाइस्ता,
11926	शाखों मेँ बाँटने का काम,
11927	शाजोनादिर,
11928	शान की बात,
11929	शानबान,
11930	शान्त कर,
11931	शाप दे,
11932	शाबाश,
11933	शाब्दिकता,
11934	शाब्दीक,
11935	शामिल कर,
11936	शामिल हो,
11937	शामिल,
11938	शामिलात,
11939	शामिलाती,
11940	शाया,
11941	शारदीया,
11942	शारीर,
11943	शारीरक,
11944	शालीनता से,
11945	शासन कर,
11946	शासनपद्धति,
11947	शासनप्रणाली,
11948	शासनव्यवस्था,
11949	शास्ति,
11950	शास्त्रार्थ,
11951	शाहाना,
11952	शिकमी,
11953	शिकरा,
11954	शिकवाशिकायत,
11955	शिकस्ता,
11956	शिकायत कर,
11957	शिकार कर,
11958	शिकारी पशु,
11959	शिक्षा दे,
11960	शिक्षा प्रदान कर,
11961	शिक्षा या शोध संस्थान,
11962	शिक्षा-संबंधी,
11963	शिक्षावृत्ति,
11964	शिक्षाशास्त्र,
11965	शिखंड,
11966	शिगुफ़्ता,
11967	शिताबी,
11968	शिथिलित,
11969	शिध्र,
11970	शिध्रता,
11971	शिनाख़्तं,
11972	शिर:पीड़ा,
11973	शिरकती,
11974	शिरव्यवच्छेद,
11975	शिरव्यवच्छेदन,
11976	शिरस्थ,
11977	शिराल,
11978	शिरोवर्ती,
11979	शिल्पविधि,
11980	शिशुक,
11981	शिष्य बन,
11982	शीघ्रता कर,
11983	शीघ्रता के साथ ठीक,
11984	शीघ्रता से हिला,
11985	शीत ऋतु का,
11986	शीतप्रधान,
11987	शीतोष्ण,
11988	शीराज़ा,
11989	शीरीं,
11990	शीरीन,
11991	शीर्ष सम्मेलन,
11992	शीशा लगाना या जड़,
11993	शीशा लगी लकड़ी की मेज,
11994	शुक्तितट,
11995	शुक्राचार्य,
11996	शुग़ल,
11997	शुद्ध कर,
11998	शुद्धिपत्र,
11999	शुद्धीकरण,
12000	शुन्य,
12001	शुबह,
12002	शुभंकर,
12003	शुभकामनाएँ,
12004	शुभागमन,
12005	शुभाशीर्वाद,
12006	शुरु,
12007	शुरुवात से ही,
12008	शुरू कर,
12009	शुरू करने वाला,
12010	शुरू से अन्त तक,
12011	शुरूआत,
12012	शुल्कदर,
12013	शून्य स्थान,
12014	शून्यीकरण,
12015	शेखी बघार,
12016	शेरों का समूह,
12017	शेल्फ़ पर रख,
12018	शेल्फ़,
12019	शेवाल,
12020	शेष रह जा,
12021	शेष वच,
12022	शै,
12023	शैतान जैसा,
12024	शैथिल्य,
12025	शैदा,
12026	शैलसंधि,
12027	शैलिकी,
12028	शोक कर,
12029	शोक पहुँचा,
12030	शोक प्रकट कर,
12031	शोकगीत,
12032	शोकजनक,
12033	शोकार्त्त,
12034	शोकेस,
12035	शोध कर,
12036	शोधन कर,
12037	शोधार्थी,
12038	शोध्यपत्र,
12039	शोबा,
12040	शोभन,
12041	शोभा दे,
12042	शोभाप्रद,
12043	शोर कोलाहल मचाना,
12044	शोली,
12045	शोषक,
12046	शोषण कर,
12047	शौक़,
12048	शौक़या,
12049	शौक़िया,
12050	शौक़ीनी,
12051	शौचगृह,
12052	शौत,
12053	श्यामी,
12054	श्राधिराज्य,
12055	श्रायुर्बल,
12056	श्रृंखलित,
12057	श्रृगाल,
12058	श्रेणी नर्धारण,
12059	श्रेता,
12060	श्रेय दे,
12061	श्रेय लेना,
12062	श्रेष्टतम,
12063	श्रेष्ठ भाग,
12064	श्रोणीय,
12065	श्लथ,
12066	श्लोक,
12067	श्वास ले,
12068	श्वासरोग,
12069	श्वासावरोध हो,
12070	श्वासोच्छ्वास,
12071	षड़यंत्र रच,
12072	षड़यंत्रकारी,
12073	षड्यंत्र रच,
12074	षष्टि,
12075	षष्ठ,
12076	सँकरी खाड़ी,
12077	सँझोखा,
12078	सँड़सी,
12079	सँवरिया,
12080	सँवारसुधार,
12081	सं,
12082	संकरीकरण,
12083	संकल्पवाद,
12084	संकुचित मार्ग,
12085	संकेंद्रण,
12086	संकेत कर,
12087	संकेत पद्धति,
12088	संकेत शब्द,
12089	संकेत स्तम्भ,
12090	संकेताक्षर,
12091	संकेतित,
12092	संक्रमक,
12093	संक्रांति,
12094	संक्रिया,
12095	संक्षब्ध,
12096	संक्षिप्त बना,
12097	संक्षिप्तावृत्ति,
12098	संक्षिप्ति,
12099	संक्षेप कर,
12100	संक्षेप मे लिखना,
12101	संक्षेपाक्षर,
12102	संख्यांकन,
12103	संख्यात्म,
12104	संख्यानुसार,
12105	संग जाना,
12106	संग दिल,
12107	संगठित शरीर रचना,
12108	संगणना कर,
12109	संगर,
12110	संगरोध कर,
12111	संगलन,
12112	संगीत संबंधी,
12113	संगीत सभा,
12114	संगीतज्ञों या वाद्य यंत्रों का समूह,
12115	संगीतिका,
12116	संगृहित,
12117	संग्रह कर,
12118	संग्रहीत कर,
12119	संग्राम कर,
12120	संग्राहक,
12121	संघट्ट,
12122	संघर्ष कर,
12123	संघाती,
12124	संघाधिपत्यवाद,
12125	संघीय,
12126	संचय कर,
12127	संचलन,
12128	संचायक,
12129	संचारेक्षण,
12130	संचालन कर,
12131	संचित कर,
12132	संज्ञापन,
12133	संड,
12134	संडास,
12135	संतत,
12136	संतप्त,
12137	संतरा,
12138	संतुलन रख,
12139	संतुलित कर,
12140	संतृष्ट,
12141	संतोल,
12142	संदंश,
12143	संदेह कर,
12144	संधि में मिलाना,
12145	संधि वार्ता कर,
12146	संध्या मालती,
12147	संनाद,
12148	संपत्तिकर,
12149	संपात,
12150	संपादन कर,
12151	संपीड़न,
12152	संपीड़ित,
12153	संपुटक,
12154	संपूर्ति,
12155	संप्रतिपत्ति,
12156	संप्रवाह,
12157	संप्रश्न,
12158	संप्रेष्य,
12159	संबंध तोड़,
12160	संबंध या संदर्भ,
12161	संबंधन,
12162	संबन्ध,
12163	संबन्धित,
12164	संबल,
12165	संबलित,
12166	संबोधित,
12167	संभरणविभाग,
12168	संभल,
12169	संभवत,
12170	संभवित,
12171	संभाग,
12172	संभाव्यतः,
12173	संभाव्यता,
12174	संभोग कर,
12175	संभोग से विरक्त,
12176	संभोग्य,
12177	संभ्रम,
12178	संभ्रांति,
12179	संमृद्ध,
12180	संम्माननीय,
12181	संयन्त्र,
12182	संयमित कर,
12183	संयुक्त कर,
12184	संयुग्मन कर,
12185	संयोग से,
12186	संयोगवश हो जा,
12187	संयोजकचिन्ह,
12188	संयोजन कर,
12189	संयोजी,
12190	संरक्षण कर,
12191	संरेखण,
12192	संलाग,
12193	संलेख,
12194	संल्पनात्मक,
12195	संवक्ता,
12196	संवरण,
12197	संवरणी,
12198	संवर्ग,
12199	संवर्धक,
12200	संवाद-दाता,
12201	संवाहन,
12202	संविधानी,
12203	संविभाजित कर,
12204	संविरचना,
12205	संविहित,
12206	संवृद्धि,
12207	संवेगात्मक,
12208	संवेदन,
12209	संवेदनशाक्ति,
12210	संवेदनशून्यता,
12211	संवेदनात्मक,
12212	संवेदनीय,
12213	संवेदिक,
12214	संवेदिता,
12215	संशयात्मक स्थिति,
12216	संशयात्मा,
12217	संशायलु,
12218	संशोधन कर,
12219	संश्रय,
12220	संश्लेष,
12221	संश्लेषण कर,
12222	संश्लेषण,
12223	संसंजक,
12224	संसद्,
12225	संसाधित करने का यन्त्र,
12226	संसिक्त,
12227	संस्कारण,
12228	संस्तुति,
12229	संस्थान बना दे,
12230	संस्थानिक,
12231	संस्थापित कर,
12232	संस्पंदन,
12233	संस्पर्श,
12234	संस्मारक,
12235	संस्मृति,
12236	संस्मृतिविज्ञान,
12237	संस्मृतिविषयक,
12238	संहारी,
12239	सइन,
12240	सइयँ,
12241	सईसिफ़ारिश,
12242	सकंप,
12243	सकरूण,
12244	सक़ील,
12245	सकुच,
12246	सकुचा,
12247	सकेल,
12248	सक्ता,
12249	सक्रिय कर,
12250	सक्रिय रूप से,
12251	सखनिज झरना,
12252	सखरच,
12253	सखाभाव,
12254	सखावत,
12255	सखुन,
12256	सख्त बन,
12257	सख्य,
12258	सगंमरमर,
12259	सगाई कर,
12260	सगुनिया,
12261	सगुनौती,
12262	सघन हो,
12263	सचकित,
12264	सचमुच ही,
12265	सचराचर,
12266	सचान,
12267	सचित्र,
