Hin_Label	Eng_Label	POS	MRS_Concept	MRS_Feature_Values
चटकीलापन_2	pungency_6	noun	_pungency/NN_u_unknown	LBL: h* ARG0: x* 
चटचटा_1	snap_5	verb	_snap_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चटचटा_2	break_5	verb	_break_v_1	LBL: h* ARG0: e* ARG1: x* 
चटनी+कर_1	bruise_3	verb	_bruise_v_1	LBL: h* ARG0: e* ARG1: x* 
चटनी+बना_1	bruise_4	verb	_bruise_v_1	LBL: h* ARG0: e* ARG1: x* 
चटनी+को_1	bruise_5	verb	_bruise_v_1	LBL: h* ARG0: e* ARG1: x* 
चटपट_4	quickly_7	adv	_quick_a_1	LBL: h* ARG0: e* ARG1: e* 
Oops!<class 'IndexError'>occurred.smartly_1,SOME PROBLEM IN FATCHING MRS VALUES #############

चटपटा_1	hot_5	adj	_hot_a_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.spicy_2,SOME PROBLEM IN FATCHING MRS VALUES #############

चटपटा_3	savorous_1	noun	_savorous/NN_u_unknown	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.brisk_2,SOME PROBLEM IN FATCHING MRS VALUES #############

चटपटा_5	lively_1	noun	named	,CARG:_VALUES
चटपटा_6	savoury_1	noun	_savoury/NN_u_unknown	LBL: h* ARG0: x* 
चटसाल_1	school_3	noun	_school_n_1	LBL: h* ARG0: x* 
चटाई_1	woven_3	adj	_weave_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
चटाई_1	woven_3	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
चटाईदार_1	woven_4	adj	_weave_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
चटाईदार_1	woven_4	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
चटाई_2	tasting_2	noun	_taste_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चटाई_2	tasting_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चटाक_1	crack_7	noun	_crack_n_1	LBL: h* ARG0: x* 
चटाक_2	smack_3	noun	_smack_n_1	LBL: h* ARG0: x* 
चटाक_3	crash_6	noun	_crash_n_1	LBL: h* ARG0: x* 
चटाक-पटाक_1	quickly_8	adv	_quick_a_1	LBL: h* ARG0: e* ARG1: e* 
चटाक-पटाक_2	instantly_3	adv	_instant_a_1	LBL: h* ARG0: e* ARG1: e* 
चटाक-पटाक_3	suddenly_11	adv	_sudden_a_1	LBL: h* ARG0: e* ARG1: e* 
चटाके+का_1	loud_2	adj	_loud_a_1	LBL: h* ARG0: e* ARG1: x* 
चटाके+का_2	violent_7	adj	_violent_a_1	LBL: h* ARG0: e* ARG1: x* 
चटाके+का_3	harsh_15	adj	_harsh_a_1	LBL: h* ARG0: e* ARG1: x* 
चटाके+का_4	strong_13	adj	_strong_a_1	LBL: h* ARG0: e* ARG1: x* 
चटाके+का_5	extreme_13	adj	_extreme_a_1	LBL: h* ARG0: e* ARG1: x* 
चटिया_1	reg_124	noun	_reg/NN_u_unknown	LBL: h* ARG0: x* 
चटुल_1	restless_13	adj	_restless_a_1	LBL: h* ARG0: e* ARG1: x* 
चटुल_2	tremulous_4	adj	_tremulous/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
चटोरा_1	greedy_1	adj	_greedy_a_1	LBL: h* ARG0: e* ARG1: x* 
चटोरा_2	gluttonous_2	noun	_gluttonous/NN_u_unknown	LBL: h* ARG0: x* 
चटोरा_3	glutton_2	noun	_glutton/NN_u_unknown	LBL: h* ARG0: x* 
चटोरापन_1	greed_3	noun	_greed_n_1	LBL: h* ARG0: x* 
चट्टान_1	crag_1	noun	_crag_n_1	LBL: h* ARG0: x* 
चट्टान_2	rock_2	noun	_rock_n_1	LBL: h* ARG0: x* 
चट्टान_3	rock_3	noun	_rock_n_1	LBL: h* ARG0: x* 
चट्टी_1	shortcoming_5	noun	_shortcoming_n_1	LBL: h* ARG0: x* 
चट्टी_2	lack_7	noun	_lack_n_1	LBL: h* ARG0: x* 
चट्टी_3	injury_10	noun	_injury_n_1	LBL: h* ARG0: x* 
चट्टी_4	damage_8	noun	_damage_n_to	LBL: h* ARG0: x* ARG1: i* 
चट्टी_5	expense_2	noun	_expense_n_1	LBL: h* ARG0: x* 
चट्टी_6	charge_13	noun	_charge_n_of	LBL: h* ARG0: x* ARG1: i* 
चट्टी_7	fine_12	noun	_fine_n_1	LBL: h* ARG0: x* 
चड़-चड़_1	tearing_1	noun	_tear_v_1	LBL: h* ARG0: e* ARG1: i* 
चड़-चड़_1	tearing_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चड़चड़ा_1	crack_8	verb	_crack_v_1	LBL: h* ARG0: e* ARG1: x* 
चड़चड़ा_2	crackle_4	verb	_crackle_v_1	LBL: h* ARG0: e* ARG1: x* 
चड़-बड़_1	chattering_3	noun	_chatter_v_1	LBL: h* ARG0: e* ARG1: i* 
चड़-बड़_1	chattering_3	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चड़-बड़_2	babbling_1	noun	_babble_v_about	LBL: h* ARG0: e* ARG1: p* 
चड़-बड़_2	babbling_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चड़-बड़+कर_1	chatter_8	verb	_chatter_v_1	LBL: h* ARG0: e* ARG1: x* 
चड़-बड़+कर_2	jabber_1	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चड़-बड़+कर_2	jabber_1	verb	_jabber/NN_u_unknown	LBL: h* ARG0: x* 
चड़-बड़+बोल_1	chatter_9	verb	_chatter_v_1	LBL: h* ARG0: e* ARG1: x* 
चड़-बड़+बोल_2	jabber_2	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चड़-बड़+बोल_2	jabber_2	verb	_jabber/NN_u_unknown	LBL: h* ARG0: x* 
चड़बड़िया_1	talkative_1	adj	_talkative_a_1	LBL: h* ARG0: e* ARG1: x* 
चड़बड़िया_2	gossiping_1	noun	_gossip_v_1	LBL: h* ARG0: e* ARG1: i* 
चड़बड़िया_2	gossiping_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चड़बड़िया_3	chatterer_1	noun	_chatterer/NN_u_unknown	LBL: h* ARG0: x* 
चड़ाक_1	snapped_1	adj	_snap_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
चड़ाक_1	snapped_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
Oops!<class 'IndexError'>occurred.broken_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.take_8,SOME PROBLEM IN FATCHING MRS VALUES #############

चढ़ती_1	rise_27	noun	_rise_n_1	LBL: h* ARG0: x* 
चढ़ती_2	increase_11	noun	_increase_n_1	LBL: h* ARG0: x* 
चढ़ती_3	advance_6	noun	_advance_n_of	LBL: h* ARG0: x* ARG1: i* 
चढ़ती_4	superiority_5	noun	_superiority_n_1	LBL: h* ARG0: x* 
चढ़न_1	ascending_4	noun	_ascend_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चढ़न_1	ascending_4	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चढ़न_2	mounting_3	noun	_mounting_n_1	LBL: h* ARG0: x* 
चढ़_1	ride_1	verb	_ride_v_1	LBL: h* ARG0: e* ARG1: x* 
चढ़_2	embark_1	verb	_embark_v_1	LBL: h* ARG0: e* ARG1: x* 
चढ़_3	rise_28	verb	_rise_v_1	LBL: h* ARG0: e* ARG1: x* 
चढ़ना_1	river_3	noun	_river_n_of	LBL: h* ARG0: x* ARG1: i* 
चढ़_4	increase_12	verb	_increase_v_1	LBL: h* ARG0: e* ARG1: x* 
चढ़_5	grow_6	verb	_grow_v_1	LBL: h* ARG0: e* ARG1: x* 
चढ़_6	wax_1	verb	_wax_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चढ़ना_2	season_4	noun	season	,CARG:_VALUES
चढ़_7	attack_12	verb	_attack_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.assail_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.invade_1,SOME PROBLEM IN FATCHING MRS VALUES #############

चढ़_10	excel_1	verb	_excel_v_1	LBL: h* ARG0: e* ARG1: x* 
चढ़कर_1	baldly_1	adv	_baldly/RB_u_unknown	LBL: h* ARG0: e* ARG1: e* 
चढ़कर_2	confessedly_1	adv	_confessedly/RB_u_unknown	LBL: h* ARG0: e* ARG1: e* 
चढ़कर_3	excellently_2	adv	_excellent_a_1	LBL: h* ARG0: e* ARG1: e* 
चढ़ा-ऊपरी_1	vying_1	noun	_vying/VBG_u_unknown	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चढ़ा-ऊपरी_1	vying_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चढ़ा-ऊपरी_2	competing_1	noun	_compete_v_1	LBL: h* ARG0: e* ARG1: i* 
चढ़ा-ऊपरी_2	competing_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चढ़ाई_1	ascending_5	noun	_ascend_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चढ़ाई_1	ascending_5	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चढ़ाई_2	rising_9	noun	_rise_v_1	LBL: h* ARG0: e* ARG1: i* 
चढ़ाई_2	rising_9	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चढ़ाई_3	mounting_4	noun	_mounting_n_1	LBL: h* ARG0: x* 
चढ़ाई_4	embarkation_1	noun	_embarkation/NN_u_unknown	LBL: h* ARG0: x* 
चढ़ाई_5	invasion_3	noun	_invasion_n_of	LBL: h* ARG0: x* ARG1: i* 
चढ़ाई_6	incursion_1	noun	_incursion_n_1	LBL: h* ARG0: x* 
चढ़ाई_7	height_6	noun	_height_n_of	LBL: h* ARG0: x* ARG1: i* 
चढ़ाई_8	riding_2	noun	_ride_v_1	LBL: h* ARG0: e* ARG1: i* 
चढ़ाई_8	riding_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चढ़ाई_9	fare_2	noun	_fare_n_1	LBL: h* ARG0: x* 
चढ़ाई_10	affixing_1	noun	_affixing/NN_u_unknown	LBL: h* ARG0: x* 
चढ़ाई_11	adjusting_1	noun	_adjust_v_to	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चढ़ाई_11	adjusting_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चढ़ाई_12	embellishing_1	noun	_embellish_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चढ़ाई_12	embellishing_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चढ़ाई+कर_1	climb_2	verb	_climb_v_1	LBL: h* ARG0: e* ARG1: x* 
चढ़ाई+कर_2	attack_13	verb	_attack_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चढ़ाई+पर_1	climb_3	verb	_climb_v_1	LBL: h* ARG0: e* ARG1: x* 
चढ़ाई+पर_2	attack_14	verb	_attack_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चढ़ाना_1	dye_2	noun	_dye_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.affix_1,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.attach_2,SOME PROBLEM IN FATCHING MRS VALUES #############

चढ़ा_3	fit_9	verb	_fit_v_1	LBL: h* ARG0: e* ARG1: x* 
चढ़ा_4	replace_1	verb	_replace_v_with	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चढ़ा_5	enter_2	verb	_enter_v_1	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.dedicate_1,SOME PROBLEM IN FATCHING MRS VALUES #############

चढ़ा_7	sacrifice_11	verb	_sacrifice_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.devote_4,SOME PROBLEM IN FATCHING MRS VALUES #############

चढ़ा_9	elevate_2	verb	_elevate_v_1	LBL: h* ARG0: e* ARG1: x* 
चढ़ा_10	promote_2	verb	_promote_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.exalt_1,SOME PROBLEM IN FATCHING MRS VALUES #############

चढ़ाव_1	ascent_5	noun	_ascent_n_1	LBL: h* ARG0: x* 
चढ़ाव_2	rise_29	noun	_rise_n_1	LBL: h* ARG0: x* 
चढ़ाव_3	rise_30	noun	_rise_n_1	LBL: h* ARG0: x* 
चढ़ाव_4	increase_13	noun	_increase_n_1	LBL: h* ARG0: x* 
चढ़ाव_5	swelling_4	noun	_swell_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चढ़ाव_5	swelling_4	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चढ़ाव_6	flooding_3	noun	_flood_v_1	LBL: h* ARG0: e* ARG1: i* 
चढ़ाव_6	flooding_3	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चढ़ाव_7	elevation_4	noun	_elevation_n_of	LBL: h* ARG0: x* ARG1: i* 
चढ़ाव_8	promotion_1	noun	_promotion_n_of	LBL: h* ARG0: x* ARG1: i* 
चढ़ाव_9	advancement_2	noun	_advancement_n_1	LBL: h* ARG0: x* 
चढ़ाव_10	decoration_9	noun	_decoration_n_of	LBL: h* ARG0: x* ARG1: i* 
चढ़ाव_11	embellishment_4	noun	_embellishment_n_1	LBL: h* ARG0: x* 
चढ़ाव_12	offering_5	verb	_offer_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चढ़ावा_1	incitement_3	noun	_incitement/NN_u_unknown	LBL: h* ARG0: x* 
चढ़ावा_2	encouragement_4	noun	_encouragement_n_of	LBL: h* ARG0: x* ARG1: i* 
चढ़ैया_1	horseman_6	noun	_horseman/NN_u_unknown	LBL: h* ARG0: x* 
चढ़ैया_2	climber_1	noun	_climber_n_of	LBL: h* ARG0: x* ARG1: i* 
चढ़ैया_3	grain_8	noun	_grain_n_1	LBL: h* ARG0: x* 
चतुर_1	quick_6	adj	_quick_a_1	LBL: h* ARG0: e* ARG1: x* 
चतुर_2	active_18	adj	_active_a_1	LBL: h* ARG0: e* ARG1: x* 
चतुर_3	clever_3	adj	_clever_a_1	LBL: h* ARG0: e* ARG1: x* 
चतुर_4	skilful_6	adj	_skilful/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
चतुर_5	adroit_2	adj	_adroit/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
चतुर_6	sagacious_1	adj	_sagacious/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
चतुर_7	shrewd_6	adj	_shrewd_a_1	LBL: h* ARG0: e* ARG1: x* 
चतुर_8	cunning_14	adj	_cunning_a_1	LBL: h* ARG0: e* ARG1: x* 
चतुरंग_1	chess_1	adj	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चतुरंग_1	chess_1	adj	_chess_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.quartet_1,SOME PROBLEM IN FATCHING MRS VALUES #############

चतुर्गुण_1	fourfold_1	adj	_fourfold_a_1	LBL: h* ARG0: e* ARG1: e* 
चतुर्दश_1	fourteen_1	adj	number_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चतुर्दश_1	fourteen_1	adj	card	,CARG:_VALUES
चतुर्दश˚ई_1	f_105	noun	named	,CARG:_VALUES
चतुर्दिक्_1	manysided_1	adj	_manysided/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
चतुर्दिक्_1	manysided_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
चतुर्धाम_1	pl_14	noun	_plural_n_1	LBL: h* ARG0: x* 
चतुर्बाहु_1	fourarmed_1	adj	_fourarmed/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
चतुर्बाहु_1	fourarmed_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
चतुर्भुज_1	fourarmed_2	adj	_fourarmed/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
चतुर्भुज_1	fourarmed_2	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
चतुर्भुज_2	quadrilateral_1	adj	_quadrilateral/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
चतुरमास_1	m_130	noun	_meter_n_1	LBL: h* ARG0: x* 
चतुरमुख_1	multisided_1	adj	_multisided/VBN_u_unknown	LBL: h* ARG0: e* ARG1: u* ARG2: x* 
चतुरमुख_1	multisided_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
चतुराई_1	quickness_5	noun	_quickness/NN_u_unknown	LBL: h* ARG0: x* 
चतुराई_2	alertness_1	noun	_alertness_n_1	LBL: h* ARG0: x* 
चतुराई_3	cleverness_1	noun	_cleverness/NN_u_unknown	LBL: h* ARG0: x* 
चतुराई_4	skill_10	noun	_skill_n_1	LBL: h* ARG0: x* 
चतुराई_5	dexterity_2	noun	_dexterity_n_1	LBL: h* ARG0: x* 
चतुराई_6	shrewdness_2	noun	_shrewdness/NN_u_unknown	LBL: h* ARG0: x* 
चतुराई_7	cunning_15	noun	_cunning_n_1	LBL: h* ARG0: x* 
चतुष्पद_1	quadruped_1	noun	_quadruped_n_1	LBL: h* ARG0: x* 
चतुष्तय_1	folds_1	noun	_fold_n_1	LBL: h* ARG0: x* 
चतुष्तय_2	quartet_2	noun	_quartet_n_of	LBL: h* ARG0: x* ARG1: i* 
चनक_1	bursting_1	noun	_burst_v_1	LBL: h* ARG0: e* ARG1: i* 
चनक_1	bursting_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चनक_2	cracking_2	noun	_crack_v_1	LBL: h* ARG0: e* ARG1: i* 
चनक_2	cracking_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चनक_3	pain_10	noun	_pain_n_of	LBL: h* ARG0: x* ARG1: i* 
चनक-वाई_1	f_106	noun	named	,CARG:_VALUES
चनक_4	EH_13	noun	named	,CARG:_VALUES
चनक_5	burst_4	verb	_burst_v_1	LBL: h* ARG0: e* ARG1: x* 
चनक_6	crack_9	verb	_crack_v_1	LBL: h* ARG0: e* ARG1: x* 
चनचना_1	crackle_5	verb	_crackle_v_1	LBL: h* ARG0: e* ARG1: x* 
चनचना_2	sputter_1	verb	_sputter_v_1	LBL: h* ARG0: e* ARG1: x* 
चनचना_3	crack_10	verb	_crack_v_1	LBL: h* ARG0: e* ARG1: x* 
चनचना_4	split_6	verb	_split_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चनचना_5	throb_1	verb	_throb_v_1	LBL: h* ARG0: e* ARG1: x* 
चनचना_6	shoot_16	verb	_shoot_v_1	LBL: h* ARG0: e* ARG1: x* 
चनचनाहट_1	crackling_4	noun	_crackle_v_1	LBL: h* ARG0: e* ARG1: i* 
चनचनाहट_1	crackling_4	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चनचनाहट_2	throbbing_1	noun	_throb_v_1	LBL: h* ARG0: e* ARG1: i* 
चनचनाहट_2	throbbing_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चनचनाहट_3	shooting_2	noun	_shooting_n_1	LBL: h* ARG0: x* 
चनार_1	poplar_1	noun	_poplar_n_1	LBL: h* ARG0: x* 
चपकाना_1	reg_125	noun	_reg/NN_u_unknown	LBL: h* ARG0: x* 
चपटा_1	flat_4	noun	_flat_n_1	LBL: h* ARG0: x* 
चपटा_2	level_4	noun	_level_n_1	LBL: h* ARG0: x* 
चपड़क़नाती_1	unctuous_1	adj	_unctuous/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
Oops!<class 'IndexError'>occurred.sycophantic_1,SOME PROBLEM IN FATCHING MRS VALUES #############

चपड़-चपड़_1	noisily_1	adv	_noisy_a_1	LBL: h* ARG0: e* ARG1: e* 
चपड़_1	evade_4	verb	_evade_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चपड़ा_1	lac_1	noun	_lac/NN_u_unknown	LBL: h* ARG0: x* 
चपत_1	slap_1	noun	_slap_n_1	LBL: h* ARG0: x* 
चपत_2	thump_1	noun	_thump_n_1	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.slap_2,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.slap_3,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.slap_4,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.slap_5,SOME PROBLEM IN FATCHING MRS VALUES #############

Oops!<class 'IndexError'>occurred.compressed_1,SOME PROBLEM IN FATCHING MRS VALUES #############

चपरास_1	beltclasp_1	noun	_beltclasp/NN_u_unknown	LBL: h* ARG0: x* 
चपरास_2	buckle_1	noun	_buckle_n_1	LBL: h* ARG0: x* 
चपरासी_1	orderly_3	noun	_orderly_n_1	LBL: h* ARG0: x* 
चपरासी_2	peon_1	noun	_peon/NN_u_unknown	LBL: h* ARG0: x* 
चपरि_1	adv_6	noun	_adverb_n_1	LBL: h* ARG0: x* 
चपरि_2	quickly_9	adv	_quick_a_1	LBL: h* ARG0: e* ARG1: e* 
Oops!<class 'IndexError'>occurred.instantly_4,SOME PROBLEM IN FATCHING MRS VALUES #############

चपल_1	tremulous_5	adj	_tremulous/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
चपल_2	unsteady_6	adj	_unsteady_a_1	LBL: h* ARG0: e* ARG1: x* 
चपल_3	restless_14	adj	_restless_a_1	LBL: h* ARG0: e* ARG1: x* 
चपल_4	active_19	adj	_active_a_1	LBL: h* ARG0: e* ARG1: x* 
चपल_5	agile_1	adj	_agile_a_1	LBL: h* ARG0: e* ARG1: x* 
चपल_6	swift_2	adj	proper_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चपल_6	swift_2	adj	named	,CARG:_VALUES
चपल_7	inconstant_3	adj	_inconstant_a_1	LBL: h* ARG0: e* ARG1: x* 
चपल_8	fickle_5	adj	_fickle/JJ_u_unknown	LBL: h* ARG0: e* ARG1: x* 
चपल_9	volatile_3	adj	_volatile_a_1	LBL: h* ARG0: e* ARG1: x* 
चपलता_1	activity_12	noun	_activity_n_1	LBL: h* ARG0: x* 
चपलता_2	quickness_6	noun	_quickness/NN_u_unknown	LBL: h* ARG0: x* 
चपलता_3	agility_1	noun	_agility/NN_u_unknown	LBL: h* ARG0: x* 
चपलता_4	unsteadiness_5	noun	_unsteadiness/NN_u_unknown	LBL: h* ARG0: x* 
चपलता_5	restlessness_14	noun	_restlessness/NN_u_unknown	LBL: h* ARG0: x* 
चपलता_6	inconstancy_2	noun	_inconstancy/NN_u_unknown	LBL: h* ARG0: x* 
चपलता_7	volatility_3	noun	_volatility_n_1	LBL: h* ARG0: x* 
चपला_1	lightning_3	noun	_lightning_n_1	LBL: h* ARG0: x* 
चपा_1	press_4	verb	_press_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.squeeze_3,SOME PROBLEM IN FATCHING MRS VALUES #############

चपा_3	crush_8	verb	_crush_v_1	LBL: h* ARG0: e* ARG1: x* 
चपा_4	splice_1	verb	_splice_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चपा_5	abash_3	verb	udef_q	LBL: h* ARG0: x* RSTR: h* BODY: h* 
चपा_5	abash_3	verb	_abash/NN_u_unknown	LBL: h* ARG0: x* 
Oops!<class 'IndexError'>occurred.intimidate_5,SOME PROBLEM IN FATCHING MRS VALUES #############

चपेकना_1	1_51	noun	generic_entity	LBL: h* ARG0: x* 
चपेकना_1	1_51	noun	card	,CARG:_VALUES
चपेट_1	slap_6	noun	_slap_n_1	LBL: h* ARG0: x* 
चपेट_2	blow_8	noun	_blow_n_1	LBL: h* ARG0: x* 
चपेट_3	range_1	noun	_range_n_of	LBL: h* ARG0: x* ARG1: i* 
चपेट_4	reach_3	noun	_reach_n_1	LBL: h* ARG0: x* 
चपेट_5	attack_15	verb	_attack_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
Oops!<class 'IndexError'>occurred.assail_2,SOME PROBLEM IN FATCHING MRS VALUES #############

चप्पल_1	sandal_1	noun	_sandal_n_1	LBL: h* ARG0: x* 
चप्पू_1	paddle_2	noun	_paddle_n_1	LBL: h* ARG0: x* 
चप्पू_2	oar_2	noun	_oar_n_1	LBL: h* ARG0: x* 
चप्पू+मार_1	row_6	verb	_row_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चप्पू+चला_1	row_7	verb	_row_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चबना_1	gristle_2	noun	_gristle/NN_u_unknown	LBL: h* ARG0: x* 
चबना_2	cartilage_2	noun	_cartilage/NN_u_unknown	LBL: h* ARG0: x* 
चबना+हड्डी_1	f_107	noun	named	,CARG:_VALUES
चबर-चबर_1	jabber_3	noun	_jabber/NN_u_unknown	LBL: h* ARG0: x* 
चबर-चबर_2	chatter_10	noun	_chatter_n_1	LBL: h* ARG0: x* 
चबाई_1	chewing_2	noun	_chew_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चबाई_1	chewing_2	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चबा_1	chew_3	verb	_chew_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चबा_2	gnaw_4	verb	_gnaw_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चबा_3	crunch_3	verb	_crunch_v_1	LBL: h* ARG0: e* ARG1: x* 
चबा_4	bite_6	verb	_bite_v_1	LBL: h* ARG0: e* ARG1: x* ARG2: p* 
चबूतरा_1	platform_1	noun	_platform_n_1	LBL: h* ARG0: x* 
चबूतरा_2	base_29	noun	_base_n_1	LBL: h* ARG0: x* 
चबूतरा_3	terrace_1	noun	_terrace_n_1	LBL: h* ARG0: x* 
चबेनी_1	sweets_1	noun	_sweet_n_1	LBL: h* ARG0: x* 
चबोड़_1	crushed_1	adj	_crush_v_cause	LBL: h* ARG0: e* ARG1: i* ARG2: x* 
चबोड़_1	crushed_1	adj	parg_d	LBL: h* ARG0: e* ARG1: e* ARG2: x* 
Oops!<class 'IndexError'>occurred.bruised_1,SOME PROBLEM IN FATCHING MRS VALUES #############

चबोड़_3	joke_2	noun	_joke_n_1	LBL: h* ARG0: x* 
चभक_1	pricking_1	noun	_prick_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चभक_1	pricking_1	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चभक_2	stinging_3	noun	_sting_v_1	LBL: h* ARG0: e* ARG1: i* ARG2: p* 
चभक_2	stinging_3	noun	nominalization	LBL: h* ARG0: x* ARG1: h* 
चमक_1	sparkle_2	noun	_sparkle_n_1	LBL: h* ARG0: x* 
चमक_2	glitter_1	noun	_glitter_n_1	LBL: h* ARG0: x* 
चमक_3	flash_3	noun	_flash_n_of	LBL: h* ARG0: x* ARG1: i* 
चमक_4	gleam_3	noun	_gleam_n_1	LBL: h* ARG0: x* 
चमक_5	brilliance_6	noun	_brilliance_n_1	LBL: h* ARG0: x* 
चमक_6	splendour_14	noun	_splendour/NN_u_unknown	LBL: h* ARG0: x* 
चमक+दे_1	gleam_4	verb	_gleam_v_1	LBL: h* ARG0: e* ARG1: x* 
चमक+दे_2	glitter_2	verb	_glitter_v_1	LBL: h* ARG0: e* ARG1: x* 
