	hn_wx	hn_utf	conc_eng	conc_hn	hn_ex
2884	XasakA_1	धसका_1	bronchitis_1	पशुओं में होनेवाला एक छूत का रोग	"""धसका चौपायों के फेफड़ों में होता है ।"""
2885	xaswaka_1	दस्तक_1	knock_7	बुलाने के निमित्त हाथ से कुंडा खटखटाने या दरवाजा थपथपाने की क्रिया	"""इस समय दरवाजे पर कौन दस्तक दे रहा है ?"""
2886	xaswI_1	दस्ती_1	manual_2	जिसे हाथ से चलाया जाता हो	"""करघा एक हस्तचालित यंत्र है ।"""
2887	XAwA_1	धाता_1	creator_9	एक वैदिक देवता	"""धाता की गणना बारह आदित्यों में होती है ।"""
2888	XawA_1	धता_1	evasion_4	जो अपने स्थान से हटा दिया गया हो	"""वह विस्थापित वस्तुओं को फिर से उनके स्थान पर रख रही थी ।"""
2889	XawA_1	धता_1	evasion_4	अपने स्थान आदि से हटा या गिरा हुआ	"""पद से च्युत अधिकारी के खिलाफ़ कई मुकदमे चल रहे हैं ।"""
2890	xAxI_1	दादी_1	grandmother_1	पिता की माँ या दादा की पत्नी	"""दादी बच्चों को रोज़ कहानी सुनाती हैं ।"""
2891	xayAxqRti_1	दयादृष्टि_1	kindness_10	दया या अनुग्रह की दृष्टि	"""भगवन की दया-दृष्टि से हम सपरिवार कुशल हैं ।"""
2892	xega_1	देग_1	cauldron_2	खाना पकाने का चौड़े मुँह और चौड़े पेट का बड़ा बर्तन	"""गीता देग में मुर्ग बिरयानी बना रही है ।"""
2893	xevakanyA_1	देवकन्या_1	nymph_4	देवता की पुत्री	"""पुराणों के अनुसार देवकन्याएँ रूपवती होती हैं ।"""
2894	xevakula_1	देवकुल_1	pantheon_1	एक प्रकार का देवमंदिर	"""देवकुल का द्वार अत्यन्त छोटा होता है ।"""
2895	xexIpyamAna_1	देदीप्यमान_1	brilliant_9	जो तेज से भरा हुआ या मंडित हो	"""संत का ललाट तेजोमंडित है ।"""
2896	xexIpyamAna_2	देदीप्यमान_2	lustrous_2	जो तेज से भरा हुआ या मंडित हो	"""संत का ललाट तेजोमंडित है ।"""
2897	xexIpyamAna_3	देदीप्यमान_3	resplendent_3	जो तेज से भरा हुआ या मंडित हो	"""संत का ललाट तेजोमंडित है ।"""
2898	xexIpyamAna_4	देदीप्यमान_4	radiant_4	जो तेज से भरा हुआ या मंडित हो	"""संत का ललाट तेजोमंडित है ।"""
2899	xigaMbara_1	दिगंबर_1	lit_10	नंगा रहने वाला जैन साधु	"""इस कुटिया में एक दिगंबर साधु रहते हैं ।"""
2900	xIkRA_1	दीक्षा_1	initiation_1	गुरु या आचार्य द्वारा नियमपूर्वक मंत्रोपदेश देने की क्रिया	"""मंच पर आसीन महात्मा अपने शिष्यों को दीक्षा दे रहे हैं ।"""
2901	xIkRA_1	दीक्षा_1	initiation_1	किसी को अपना शिष्य बनाने के लिए गुरु द्वारा दिया गया मंत्र	"""कई भक्तों ने महात्माजी से गुरुमंत्र लिया ।"""
2902	xIkRA_1	दीक्षा_1	initiation_1	उपनयन संस्कार के अंतर्गत एक कृत्य जिसमें आचार्य गायत्री मंत्र का उपदेश देता है	"""उपनयन संस्कार के दौरान पंडितजी वटुक को दीक्षा देते हैं ।"""
2903	xIkRiwa_1	दीक्षित_1	initiated_1	जिनको दीक्षा दी गई हो	"""दीक्षित शिष्यों को नियमों का पालन करना आवश्यक होता है ।"""
2904	xikSUla_1	दिक्शूल_1	see_35	कुछ विशिष्ट दिनों में विशिष्ट दिशाओं में काल का वास, जो यात्रा के लिए अशुभ माना जाता है	"""शुक्र और रविवार को पश्चिम, मंगल और बुद्ध को उत्तर,सोम और शनि को पूर्व और बृहस्पतिवार को दक्षिण दिशा में दिक्शूल माना जाता है ।"""
2905	xIpaka_1	दीपक_1	lamp_3	प्रकाश करने के लिए बना धातु, मिट्टी आदि का वह पात्र जिसमें तेल और बत्ती डालकर बत्ती को जलाई जाती है	"""शाम होते ही गाँवों में दीपक जल जाते हैं ।"""
2906	xIpaka_1	दीपक_1	lamp_3	छह रागों में से दूसरा राग	"""एक किंवदंती के अनुसार दीपक राग गाने से बुझे हुए दीये भी जल उठते हैं ।"""
2907	xIpaka_1	दीपक_1	lamp_3	अर्थालंकार का एक प्रकार	"""दीपक में बहुत सी क्रियाओं का एक ही कारक होता है ।"""
2908	xIpaka_1	दीपक_1	lamp_3	अपने कुल, जाति, परिवार आदि की कीर्ति, यश या शोभा बढ़ाने वाला व्यक्ति	"""दीपक पूरे समाज के लिए प्ररेक होते हैं ।"""
2909	xIpamAlA_2	दीपमाला_2	Diwali_2	जलते हुए दीपों की पंक्ति	"""दिवाली की रात रमेश के घर के दरवाजे पर दीपमाला सजी हुई थी ।"""
2910	xIpamAlA_2	दीपमाला_2	Diwali_2	दीपदान या आरती के लिए जलाई हुई बत्तियों का समूह	"""आरती करते समय पुजारीजी के एक हाथ में दीपमाला थी और दूसरे हाथ में घंटी ।"""
2911	xIrGajIvI_1	दीर्घजीवी_1	long-living_2	जो बहुत दिनों तक जीता रहे	"""कुछ चिरंजीव ऋषि हिमालय की गुफाओं में रहते हैं ।"""
2912	xIrGajIvI_1	दीर्घजीवी_1	long-living_2	जो बहुत दिनों तक जीता रहे	"""कुछ चिरंजीव ऋषि हिमालय की गुफाओं में रहते हैं ।"""
2913	xIrGAyu_1	दीर्घायु_1	long-lived_1	जो बहुत दिनों तक जीता रहे	"""कुछ चिरंजीव ऋषि हिमालय की गुफाओं में रहते हैं ।"""
2914	xIrGAyuRya_1	दीर्घायुष्य_1	see_42	लम्बे समय तक बना रहने वाला जीवन	"""हम सभी लोगों के दीर्घजीवन की कामना करते हैं ।"""
2915	xIvAlI_1	दीवाली_1	Diwali_1	भारत के कुछ राज्यों में कार्तिक की अमावस्या को मनाया जानेवाला एक उत्सव जिसमें रात को बहुत से दीपक जलाकर लक्ष्मी का पूजन किया जाता और प्रायः जुआ खेला जाता है	"""उत्तरी भारत में दीवाली का त्योहार धूमधाम से मनाया जाता है ।"""
2916	xivAlI_1	दिवाली_1	festival_7	भारत के कुछ राज्यों में कार्तिक की अमावस्या को मनाया जानेवाला एक उत्सव जिसमें रात को बहुत से दीपक जलाकर लक्ष्मी का पूजन किया जाता और प्रायः जुआ खेला जाता है	"""उत्तरी भारत में दीवाली का त्योहार धूमधाम से मनाया जाता है ।"""
2917	xIvAnagI_1	दीवानगी_1	craziness_2	प्रेम में आसक्त होने की अवस्था या भाव	"""भगवान के प्रति मीरा की प्रेमासक्ति दिन-दिन बढ़ती गयी और उसने भगवान को ही अपना सब कुछ मान लिया ।"""
2918	xIvAnagI_2	दीवानगी_2	madness_2	प्रेम में आसक्त होने की अवस्था या भाव	"""भगवान के प्रति मीरा की प्रेमासक्ति दिन-दिन बढ़ती गयी और उसने भगवान को ही अपना सब कुछ मान लिया ।"""
2919	xivyAMganA_1	दिव्यांगना_1	nymph_2	स्वर्ग में इंद्र की सभा में नाचने-गाने वाली सुंदरियाँ	"""मेनका, मोहिनी, रंभा आदि इंद्रलोक की अप्सराएँ हैं ।"""
2920	xIyA_1	दीया_1	lamp_10	प्रकाश करने के लिए बना धातु, मिट्टी आदि का वह पात्र जिसमें तेल और बत्ती डालकर बत्ती को जलाई जाती है	"""शाम होते ही गाँवों में दीपक जल जाते हैं ।"""
2921	xiyA_1	दिया_1	lamp_2	प्रकाश करने के लिए बना धातु, मिट्टी आदि का वह पात्र जिसमें तेल और बत्ती डालकर बत्ती को जलाई जाती है	"""शाम होते ही गाँवों में दीपक जल जाते हैं ।"""
2922	XobI_1	धोबी_1	washerman_1	कपड़े धोने का काम करने वाली जाति का सदस्य	"""धोबी धोबी-घाट पर कपड़े धो रहा है ।"""
2923	XobI_1	धोबी_1	washerman_1	एक जाति जो कपड़े धोने का कार्य करती है	"""इस गाँव में धोबियों के दस परिवार रहते हैं ।"""
2924	XobI_2	धोबी_2	launderer_1	कपड़े धोने का काम करने वाली जाति का सदस्य	"""धोबी धोबी-घाट पर कपड़े धो रहा है ।"""
2925	XobI_2	धोबी_2	launderer_1	एक जाति जो कपड़े धोने का कार्य करती है	"""इस गाँव में धोबियों के दस परिवार रहते हैं ।"""
2926	Xobina_1	धोबिन_1	washerwoman_1	धोबी जाति की स्त्री	"""धोबिन हर रविवार को कपड़े लेने आती है ।"""
2927	Xobina_1	धोबिन_1	washerwoman_1	धोबी की पत्नी	"""धोबिन अपने पति के काम में हाथ बँटा रही है ।"""
2928	Xobina_1	धोबिन_1	washerwoman_1	एक छोटा पक्षी जिसके पेट पर काली धारियाँ होती हैं	"""धोबिन खेत में चारा चुग रही है ।"""
2929	xOdZaXUpa_1	दौड़धूप_1	endeavour_6	वह प्रयत्न या उद्योग जिसमें इधर-उधर दौड़ना पड़े	"""महेश ने बहुत दौड़-धूप करके अपने भाई को नौकरी दिलवाई ।"""
2930	xOhiwra_1	दौहित्र_1	grandson_1	लड़की का लड़का	"""राजीव गाँधी पंडित जवाहर लाल नेहरू के नाती थे ।"""
2931	xolana_1	दोलन_1	oscillation_1	किसी आधार के सहारे लटकर आगे-पीछे या इधर-उधर हिलने की क्रिया	"""घड़ी के दोलक का दोलन रुकने का अर्थ है कि घड़ी बंद हो गई है ।"""
2932	xolana_2	दोलन_2	rocking_1	किसी आधार के सहारे लटकर आगे-पीछे या इधर-उधर हिलने की क्रिया	"""घड़ी के दोलक का दोलन रुकने का अर्थ है कि घड़ी बंद हो गई है ।"""
2933	xolana_2	दोलन_2	rocking_1	किसी आधार के सहारे लटकर आगे-पीछे या इधर-उधर हिलने की क्रिया	"""घड़ी के दोलक का दोलन रुकने का अर्थ है कि घड़ी बंद हो गई है ।"""
2934	xolAyamAna_1	दोलायमान_1	oscillating_1	दोलक की तरह झूलता या हिलता हुआ	"""इस दीवार घड़ी में एक दोलायमान काँटा है ।"""
2935	xolAyamAna_2	दोलायमान_2	rocking_2	दोलक की तरह झूलता या हिलता हुआ	"""इस दीवार घड़ी में एक दोलायमान काँटा है ।"""
2936	xolAyamAna_3	दोलायमान_3	wavering_9	दोलक की तरह झूलता या हिलता हुआ	"""इस दीवार घड़ी में एक दोलायमान काँटा है ।"""
2937	xolAyamAna_4	दोलायमान_4	unsteady_13	दोलक की तरह झूलता या हिलता हुआ	"""इस दीवार घड़ी में एक दोलायमान काँटा है ।"""
2938	xolAyamAna_5	दोलायमान_5	fickle_7	दोलक की तरह झूलता या हिलता हुआ	"""इस दीवार घड़ी में एक दोलायमान काँटा है ।"""
2939	xomaMjZilA_1	दोमंज़िला_1	double-storeyed_4	दो तल्ले का	"""उसका मकान दुतल्ला है ।"""
2940	xomaMjZilA_1	दोमंज़िला_1	double-storeyed_4	दो तल्ले का	"""उसका मकान दुतल्ला है ।"""
2941	XOrA_1	धौरा_1	white_5	सफ़ेद रंग का बैल	"""किसान गाड़ी में धौरे को जोत रहा है ।"""
2942	XOrA_1	धौरा_1	white_5	सफ़ेद रंग का (पशु)	"""धौरी गाय पाँच किलो दूध देती है ।"""
2943	XOrA_1	धौरा_1	white_5	सफ़ेद रंग का बैल	"""किसान गाड़ी में धौरे को जोत रहा है ।"""
2944	XOrA_1	धौरा_1	white_5	सफ़ेद रंग का (पशु)	"""धौरी गाय पाँच किलो दूध देती है ।"""
2945	XOrA_2	धौरा_2	fair_3	सफ़ेद रंग का बैल	"""किसान गाड़ी में धौरे को जोत रहा है ।"""
2946	XOrA_2	धौरा_2	fair_3	सफ़ेद रंग का (पशु)	"""धौरी गाय पाँच किलो दूध देती है ।"""
2947	Xovana_1	धोवन_1	wash_4	पानी में कोई चीज़ धोने पर निकला या बचा हुआ पानी	"""पानी के अभाव में माँ ने चावल की धोवन में ही दाल धोई ।"""
2948	xowallA_1	दोतल्ला_1	double-storeyed_3	दो तल्ले का	"""उसका मकान दुतल्ला है ।"""
2949	xowallA_1	दोतल्ला_1	double-storeyed_3	दो तल्ले का	"""उसका मकान दुतल्ला है ।"""
2950	xqDZamawa_1	दृढ़मत_1	stand_10	जो अपने मत या विचार आदि पर दृढ़ रहता है	"""दृढ़मतपूर्ण व्यक्ति हर हालत में अपने ही मत का समर्थन करता है ।"""
2951	xqSyAvalI_1	दृश्यावली_1	scenery_1	दृश्यों की श्रृंखला	"""राह की दृश्यमाला बरबस ही मन को खींच लेती हैं ।"""
2952	xqSyAvalI_2	दृश्यावली_2	panorama_1	दृश्यों की श्रृंखला	"""राह की दृश्यमाला बरबस ही मन को खींच लेती हैं ।"""
2953	xravaNa_1	द्रवण_1	melting_1	कामदेव के पाँच बाणों में से एक	"""कामदेव द्रवण के उपयोग से जीव को द्रवित कर देते हैं ।"""
2954	xravaNa_1	द्रवण_1	melting_1	कामदेव के पाँच बाणों में से एक	"""कामदेव द्रवण के उपयोग से जीव को द्रवित कर देते हैं ।"""
2955	xravaNa_2	द्रवण_2	flowing_1	कामदेव के पाँच बाणों में से एक	"""कामदेव द्रवण के उपयोग से जीव को द्रवित कर देते हैं ।"""
2956	xravaNa_2	द्रवण_2	flowing_1	कामदेव के पाँच बाणों में से एक	"""कामदेव द्रवण के उपयोग से जीव को द्रवित कर देते हैं ।"""
2957	xrohI_1	द्रोही_1	malicious_2	द्रोह करने या हानि पहुँचानेवाला व्यक्ति	"""देश के द्रोहियों को मौत के घाट उतार देना चाहिए ।"""
2958	xrohI_1	द्रोही_1	malicious_2	द्रोह करने या हानि पहुँचानेवाला	"""द्रोही व्यक्तियों ने ही देश को ख़तेरे में डाला है ।"""
2959	xrohI_2	द्रोही_2	rancorous_1	द्रोह करने या हानि पहुँचानेवाला व्यक्ति	"""देश के द्रोहियों को मौत के घाट उतार देना चाहिए ।"""
2960	xrohI_2	द्रोही_2	rancorous_1	द्रोह करने या हानि पहुँचानेवाला	"""द्रोही व्यक्तियों ने ही देश को ख़तेरे में डाला है ।"""
2961	xrohI_3	द्रोही_3	malignant_1	द्रोह करने या हानि पहुँचानेवाला व्यक्ति	"""देश के द्रोहियों को मौत के घाट उतार देना चाहिए ।"""
2962	xrohI_3	द्रोही_3	malignant_1	द्रोह करने या हानि पहुँचानेवाला	"""द्रोही व्यक्तियों ने ही देश को ख़तेरे में डाला है ।"""
2963	xrohI_4	द्रोही_4	rebellious_2	द्रोह करने या हानि पहुँचानेवाला व्यक्ति	"""देश के द्रोहियों को मौत के घाट उतार देना चाहिए ।"""
2964	xrohI_4	द्रोही_4	rebellious_2	द्रोह करने या हानि पहुँचानेवाला	"""द्रोही व्यक्तियों ने ही देश को ख़तेरे में डाला है ।"""
2965	xrohI_5	द्रोही_5	insubordinate_1	द्रोह करने या हानि पहुँचानेवाला व्यक्ति	"""देश के द्रोहियों को मौत के घाट उतार देना चाहिए ।"""
2966	xrohI_5	द्रोही_5	insubordinate_1	द्रोह करने या हानि पहुँचानेवाला	"""द्रोही व्यक्तियों ने ही देश को ख़तेरे में डाला है ।"""
2967	xrohI_6	द्रोही_6	hostile_2	द्रोह करने या हानि पहुँचानेवाला व्यक्ति	"""देश के द्रोहियों को मौत के घाट उतार देना चाहिए ।"""
2968	xrohI_6	द्रोही_6	hostile_2	द्रोह करने या हानि पहुँचानेवाला	"""द्रोही व्यक्तियों ने ही देश को ख़तेरे में डाला है ।"""
2969	xrohI_7	द्रोही_7	spiteful_2	द्रोह करने या हानि पहुँचानेवाला व्यक्ति	"""देश के द्रोहियों को मौत के घाट उतार देना चाहिए ।"""
2970	xrohI_7	द्रोही_7	spiteful_2	द्रोह करने या हानि पहुँचानेवाला	"""द्रोही व्यक्तियों ने ही देश को ख़तेरे में डाला है ।"""
2971	xu_1	दु_1	cut_14	जो शोक से रहित हो	"""वही व्यक्ति शोकहीन हो सकता है जो माया से परे हो ।"""
2972	xu_1	दु_1	cut_14	लगभग छः मीटर लंबी एक झाड़ी की तरह काँटेदार बेल जो दूसरे पौधों पर चढ़ती है	"""कंटकरंज के बीज कफ व वातनाशक दवा के रूप में काम आते हैं ।"""
2973	xu_2	दु_2	harrowing_1	जो शोक से रहित हो	"""वही व्यक्ति शोकहीन हो सकता है जो माया से परे हो ।"""
2974	xu_2	दु_2	harrowing_1	लगभग छः मीटर लंबी एक झाड़ी की तरह काँटेदार बेल जो दूसरे पौधों पर चढ़ती है	"""कंटकरंज के बीज कफ व वातनाशक दवा के रूप में काम आते हैं ।"""
2975	xu_3	दु_3	nightmare_2	जो शोक से रहित हो	"""वही व्यक्ति शोकहीन हो सकता है जो माया से परे हो ।"""
2976	xu_3	दु_3	nightmare_2	लगभग छः मीटर लंबी एक झाड़ी की तरह काँटेदार बेल जो दूसरे पौधों पर चढ़ती है	"""कंटकरंज के बीज कफ व वातनाशक दवा के रूप में काम आते हैं ।"""
2977	xu_4	दु_4	tough_6	जो शोक से रहित हो	"""वही व्यक्ति शोकहीन हो सकता है जो माया से परे हो ।"""
2978	xu_4	दु_4	tough_6	लगभग छः मीटर लंबी एक झाड़ी की तरह काँटेदार बेल जो दूसरे पौधों पर चढ़ती है	"""कंटकरंज के बीज कफ व वातनाशक दवा के रूप में काम आते हैं ।"""
2979	xu_5	दु_5	tragic_8	जो शोक से रहित हो	"""वही व्यक्ति शोकहीन हो सकता है जो माया से परे हो ।"""
2980	xu_5	दु_5	tragic_8	लगभग छः मीटर लंबी एक झाड़ी की तरह काँटेदार बेल जो दूसरे पौधों पर चढ़ती है	"""कंटकरंज के बीज कफ व वातनाशक दवा के रूप में काम आते हैं ।"""
2981	xubaka_1	दुबक_1	lurk_2	भय,संकोच,लज्जा आदि के कारण छिपना	"""चोरी करने के बाद श्याम घर में दुबक गया ।"""
2982	xukAnaxArI_1	दुकानदारी_1	shopkeeping_1	दुकानदार का काम या दुकान चलाने का काम	"""मोहन दुकानदारी करके अच्छा पैसा कमा लेता है ।"""
2983	xukAnaxArI_2	दुकानदारी_2	higgling_3	दुकानदार का काम या दुकान चलाने का काम	"""मोहन दुकानदारी करके अच्छा पैसा कमा लेता है ।"""
2984	xulakI_1	दुलकी_1	trot_1	घोड़े की एक चाल जिसमें वह हर पैर अलग उठाकर उछालता हुआ दौड़ता है	"""घोड़ा दुलकी चल रहा था ।"""
2985	xulakI_2	दुलकी_2	trotting_1	घोड़े की एक चाल जिसमें वह हर पैर अलग उठाकर उछालता हुआ दौड़ता है	"""घोड़ा दुलकी चल रहा था ।"""
2986	xulakI_2	दुलकी_2	trotting_1	घोड़े की एक चाल जिसमें वह हर पैर अलग उठाकर उछालता हुआ दौड़ता है	"""घोड़ा दुलकी चल रहा था ।"""
2987	xUna_1	दून_1	double_2	दो पहाड़ों के बीच की भूमि	"""देहरादून द्रोणी में बसा एक मनोरम पर्यटक स्थल है ।"""
2988	xUna_1	दून_1	double_2	भारत के उत्तराखंड राज्य की राजधानी	"""देहरादून की प्राकृतिक छटा पर्यटकों को लुभाती है ।"""
2989	XUnI_1	धूनी_1	fumigation_1	गुग्गुल आदि गंध द्रव्य जलाकर निकाला हुआ धुआँ	"""पूजा स्थल धूनी से भरा हुआ है ।"""
2990	XUnI_1	धूनी_1	fumigation_1	साधुओं के तापने की आग	"""साधु बाबा धूनी के पास बैटकर राम राम जप रहे हैं ।"""
2991	XuniyA_1	धुनिया_1	carder_1	वह जो रूई धुनने का काम करता हो	"""धुनिया रूई धुन रहा है ।"""
2992	xupattA_1	दुपट्टा_1	rochet_1	स्त्रियों के पहनने या ओढ़ने का कपड़ा	"""उसकी लाल चुनरी हवा में लहराती नज़र आई ।"""
2993	xupattA_2	दुपट्टा_2	scarf_1	स्त्रियों के पहनने या ओढ़ने का कपड़ा	"""उसकी लाल चुनरी हवा में लहराती नज़र आई ।"""
2994	xUragAmI_1	दूरगामी_1	far-reaching_1	दूर तक चलनेवाला	"""प्रदूषण का पर्यावरण पर दूरगामी प्रभाव पड़ता है ।"""
2995	xUragAmI_1	दूरगामी_1	far-reaching_1	दूर तक चलनेवाला	"""प्रदूषण का पर्यावरण पर दूरगामी प्रभाव पड़ता है ।"""
2996	xurASaya_1	दुराशय_1	malafide_1	बुरी नीयत या बुरा आशयवाला	"""ओछे व्यक्ति किसी का भला नहीं देख सकते ।"""
2997	xurASaya_1	दुराशय_1	malafide_1	वह जिसकी नीयत बुरी हो या बुरे आशयवाला व्यक्ति	"""दुराशयों की संगति से बचना चाहिए ।"""
2998	xurASaya_2	दुराशय_2	malevolent_1	बुरी नीयत या बुरा आशयवाला	"""ओछे व्यक्ति किसी का भला नहीं देख सकते ।"""
2999	xurASaya_2	दुराशय_2	malevolent_1	वह जिसकी नीयत बुरी हो या बुरे आशयवाला व्यक्ति	"""दुराशयों की संगति से बचना चाहिए ।"""
3000	xurBAgyapUrNa_1	दुर्भाग्यपूर्ण_1	unfortunate_13	दुर्भाग्य या बुरे भाग्य से पूर्ण	"""नैतिकता के अवमूल्यन से बढ़कर दुर्भाग्यपूर्ण बात और क्या हो सकती है ।"""
3001	xurboXawA_1	दुर्बोधता_1	unintelligibility_2	क्लिष्ट होने की अवस्था या भाव	"""भाषा की क्लिष्टता का संबंध उस भाषा में प्रयुक्त होने वाले शब्दों से नहीं बल्कि हमारा उनके ज्ञान से है ।"""
3002	xurjaya_1	दुर्जय_1	indomitable_1	धृतराष्ट्र के एक पुत्र	"""दुर्जय का वर्णन धार्मिक ग्रंथों में मिलता है ।"""
3003	xurjaya_2	दुर्जय_2	impregnable_3	धृतराष्ट्र के एक पुत्र	"""दुर्जय का वर्णन धार्मिक ग्रंथों में मिलता है ।"""
3004	xurnivAra_1	दुर्निवार_1	unrestrainable_1	जो आसानी से रोका या हटाया न जा सके	"""इस दुनिर्वार्य परिस्थिति का मुक़ाबला धैर्य के साथ करना होगा ।"""
3005	xurnivAra_2	दुर्निवार_2	irrepresible_1	जो आसानी से रोका या हटाया न जा सके	"""इस दुनिर्वार्य परिस्थिति का मुक़ाबला धैर्य के साथ करना होगा ।"""
3006	xurnivAra_3	दुर्निवार_3	inevitable_4	जो आसानी से रोका या हटाया न जा सके	"""इस दुनिर्वार्य परिस्थिति का मुक़ाबला धैर्य के साथ करना होगा ।"""
3007	xuSAlA_1	दुशाला_1	shawl_2	गांधारी के गर्भ से उत्पन्न धृतराष्ट्र की एकमात्र कन्या	"""दुःशला का विवाह जयद्रथ के साथ हुआ था ।"""
3008	xuSAlA_1	दुशाला_1	shawl_2	पश्मीने की चादरों का जोड़ा जिनके किनारे पर रंग-बिरंगी बेलें बनी रहती हैं	"""दुशाला प्रायः कश्मीर और पेशावर से आती हैं ।"""
3009	xuwakAra_1	दुतकार_1	snub_3	दुत-दुत कहकर किसी को अपने पास से तिरस्कारपूर्वक हटाने की क्रिया	"""उसकी दुतकार से भिखारी चला गया ।"""
3010	xuwakAra_2	दुतकार_2	snap_10	दुत-दुत कहकर किसी को अपने पास से तिरस्कारपूर्वक हटाने की क्रिया	"""उसकी दुतकार से भिखारी चला गया ।"""
3011	xuwallA_1	दुतल्ला_1	double-storeyed_1	दो तल्ले का	"""उसका मकान दुतल्ला है ।"""
3012	xUwI_1	दूती_1	procuress_2	प्रेमी या प्रेमिका का समाचार एक दूसरे तक पहुँचाने वाली स्त्री	"""श्यामा मोहन और राधा के बीच दूतिका का काम करती है ।"""
3013	xUwI_2	दूती_2	bawd_2	प्रेमी या प्रेमिका का समाचार एक दूसरे तक पहुँचाने वाली स्त्री	"""श्यामा मोहन और राधा के बीच दूतिका का काम करती है ।"""
3014	xuXamuzhA_1	दुधमुँहा_1	suckling_1	जो अभी तक माता का दूध पीता हो	"""दुधमुँहे बच्चे को छोड़कर माँ काम पर जाती है ।"""
3015	xuXArA_1	दुधारा_1	double-edged_1	जिसमें दोनों ओर धारें हों	"""उसकी दोधारी कटार शत्रु के सीने में जा घुसी ।"""
3016	xuXArA_1	दुधारा_1	double-edged_1	एक प्रकार का चौड़ा खांडा	"""दोधारा के दोनों ओर तेज धार होती है ।"""
3017	xuxXI_1	दुद्धी_1	euphorbia_1	एक प्रकार की सफेद मिट्टी	"""खड़िया से चॉक बनाते हैं ।"""
3018	xuxXI_1	दुद्धी_1	euphorbia_1	एक बहुवर्षीय औषधीय लता जो पाँच से पंद्रह फुट लंबी होती है और जिसकी जड़ से कपूर मिले हुए चंदन-सी गंध आती है	"""अनंतमूल जमीन पर फैलता है या निकटवर्ती किसी पेड़ से लिपटकर उस पर चढ़ता है ।"""
3019	xuxXI_1	दुद्धी_1	euphorbia_1	एक प्रकार की घास जो जमीन पर पसरती है और जिसके डंठलों में थोड़ी-थोड़ी दूर पर गाँठें होती हैं जिनके दोनों ओर एक-एक पत्ती होती है	"""घसियारा दुद्धी को काटकर खाँची में रख रहा है ।"""
3020	xuxXI_1	दुद्धी_1	euphorbia_1	भारत के सभी गर्म प्रदेशों में पाया जाने वाला थूहर की जाति का एक छोटा पौधा जिससे दूध निकलता है	"""दुद्धी के दूध को दमे या श्वास के रोगी को दिया जाता है ।"""
3021	xuxXI_1	दुद्धी_1	euphorbia_1	एक प्रकार का सफेद धान	"""दुद्धी का चावल बहुत स्वादिष्ट होता है ।"""
3022	XuzXalakA_1	धुँधलका_1	twilight_3	कम अँधेरा होने की अवस्था या भाव	"""शाम के धुँधलके में चोर घर के भीतर घुस गया ।"""
3023	XuzXalakA_2	धुँधलका_2	darkishness_1	कम अँधेरा होने की अवस्था या भाव	"""शाम के धुँधलके में चोर घर के भीतर घुस गया ।"""
3024	XuzXalakA_3	धुँधलका_3	duskiness_1	कम अँधेरा होने की अवस्था या भाव	"""शाम के धुँधलके में चोर घर के भीतर घुस गया ।"""
3025	XuzXalakA_4	धुँधलका_4	haziness_1	कम अँधेरा होने की अवस्था या भाव	"""शाम के धुँधलके में चोर घर के भीतर घुस गया ।"""
3026	XuzXalApana_1	धुँधलापन_1	haziness_2	धुँधला या अस्पष्ट होने की अवस्था या भाव	"""मोतियाबिंद के कारण आँखों में धुँधलापन आ गया है ।"""
3027	XuzXalApana_2	धुँधलापन_2	dimness_1	धुँधला या अस्पष्ट होने की अवस्था या भाव	"""मोतियाबिंद के कारण आँखों में धुँधलापन आ गया है ।"""
3028	XuzXalApana_3	धुँधलापन_3	mistiness_1	धुँधला या अस्पष्ट होने की अवस्था या भाव	"""मोतियाबिंद के कारण आँखों में धुँधलापन आ गया है ।"""
3029	XuzXalApana_4	धुँधलापन_4	fogginess_1	धुँधला या अस्पष्ट होने की अवस्था या भाव	"""मोतियाबिंद के कारण आँखों में धुँधलापन आ गया है ।"""
3030	XuzXalApana_5	धुँधलापन_5	vagueness_1	धुँधला या अस्पष्ट होने की अवस्था या भाव	"""मोतियाबिंद के कारण आँखों में धुँधलापन आ गया है ।"""
3031	XuzXalApana_6	धुँधलापन_6	blur_1	धुँधला या अस्पष्ट होने की अवस्था या भाव	"""मोतियाबिंद के कारण आँखों में धुँधलापन आ गया है ।"""
3032	XuzXalApana_7	धुँधलापन_7	fadedness_1	धुँधला या अस्पष्ट होने की अवस्था या भाव	"""मोतियाबिंद के कारण आँखों में धुँधलापन आ गया है ।"""
3033	XvAnika_1	ध्वानिक_1	acoustic_1	ध्वनि संबंधी या ध्वनि का	"""वादक वाद्ययंत्र का ध्वानिक परीक्षण कर रहा है ।"""
3034	XvAnikawA_1	ध्वानिकता_1	acoustics_2	ध्वनि संबंधी गुण या लक्षण	"""ध्वानिकता को सुधारने के लिए तरह-तरह के यंत्रों का निर्माण किया गया है ।"""
3035	xvipakRIya_2	द्विपक्षीय_2	bipartite_4	दो पार्टियों का या उनसे संबंधित	"""मंत्री जी द्विपक्षीय वार्ता में भाग लेने के लिए विदेश जा रहे हैं ।"""
3036	xvixala_1	द्विदल_1	bipartite_1	जिसमें दो दल हों	"""अरहर, चना आदि द्विदल अन्न हैं ।"""
3037	xvixalIya_1	द्विदलीय_1	bipartite_2	जिसमें दो दल हों	"""अरहर, चना आदि द्विदल अन्न हैं ।"""
