	eng_word
5694	photolysis
5695	photometery
5696	phuljhar
5697	physically
5698	physiologist
5699	phythonic
5700	pianist
5701	pice
5702	pick-axe
5703	pick-pocket
5704	pick-pocketing
5705	picket
5706	picketing
5707	pickles
5708	pictograph
5709	pictorial
5710	picture-gallery
5711	picturelike
5712	pidgin
5713	pie
5714	pierceable
5715	piercer
5716	pietical
5717	pietist
5718	piety
5719	pig-iron
5720	pigeon-house
5721	pigment
5722	pigmy
5723	pilferer
5724	pillage
5725	pin
5726	pincers
5727	pinching
5728	pinned
5729	pint
5730	pioneer
5731	pioneered
5732	pioneering
5733	piper
5734	piquancy
5735	pirouette
5736	pisces
5737	pise
5738	pish!
5739	piste
5740	pitaible
5741	pitcher
5742	pitfall
5743	pith
5744	pithy
5745	pitilessness
5746	pivot
5747	pizza
5748	pizzeria
5749	pl
5750	plainly
5751	plaintiff
5752	plaintive
5753	planchet
5754	planer
5755	planner
5756	plant-post
5757	planter
5758	plants
5759	plaque
5760	plasticine
5761	plat
5762	plater
5763	platoon
5764	platten
5765	playback
5766	playful
5767	playmate
5768	plea
5769	plead
5770	pleader
5771	pleadership
5772	pleasant-looking
5773	pleasantness
5774	pleasantry
5775	pleased
5776	pleasurable
5777	pleasure-house
5778	pleasure-resort
5779	plectrum
5780	pledgee
5781	pledger
5782	plenary
5783	plenipotentiary
5784	pleochromc
5785	pleochromism
5786	pleomorphic
5787	pleonasm
5788	plerome
5789	plexus
5790	pliability
5791	pliance
5792	pliers
5793	plod
5794	plotting
5795	ploxus
5796	plucked
5797	plumbline
5798	plumpiness
5799	plumpness
5800	plunderer
5801	plunging
5802	pluralism
5803	plurality
5804	pneumatic
5805	pocket-expenses
5806	poddy
5807	poetaster
5808	poignancy
5809	pointedness
5810	pointing
5811	pointless
5812	poise
5813	polarity
5814	polartity
5815	polemics
5816	police
5817	polishing
5818	politeness
5819	politic
5820	polling
5821	pollutedness
5822	poloeyte
5823	polyandrous
5824	polyandry
5825	polyarchy
5826	polychrome
5827	polygamist
5828	polygamous
5829	polygamy
5830	polygenous
5831	polygenousness
5832	polyglot
5833	polygon
5834	polymath
5835	polymerism
5836	polymorphous
5837	polynomial
5838	polyphonic
5839	polypod
5840	polysemant
5841	polytheism
5842	polyuria
5843	pomp
5844	pomposity
5845	poncho
5846	ponder
5847	poniard
5848	pontificate
5849	pontoon
5850	poodle
5851	poplar
5852	populated
5853	portability
5854	portage
5855	portend
5856	portentous
5857	porterage
5858	portico
5859	positivism
5860	positivist
5861	positivistic
5862	positivity
5863	possess
5864	possessing
5865	possessionlessness
5866	possessions
5867	post-office
5868	postal
5869	posted
5870	postmaster
5871	postponed
5872	pot-belly
5873	potbelly
5874	potency-raising
5875	potential
5876	potentiality
5877	potentially
5878	potherb
5879	pouch
5880	powerfulness
5881	practical
5882	practically
5883	practised
5884	practising
5885	pragmatism
5886	pragmatist
5887	praising
5888	prankish
5889	pranks
5890	pranky
5891	prating
5892	prattling
5893	pray
5894	prayers
5895	pre-eminence
5896	pre-eminent
5897	preach
5898	preacher
5899	preamble
5900	precarious
5901	precatory
5902	precede
5903	precedent
5904	preceding
5905	preceptor
5906	precincts
5907	preciousness
5908	precipice
5909	precipitous
5910	precision
5911	preclusion
5912	preclusive
5913	precursive
5914	pred
5915	predecessor
5916	predetermination
5917	predicable
5918	predominance
5919	predominant
5920	pref
5921	prefer
5922	preferable
5923	prejudiced
5924	preliminary
5925	prelims
5926	prelude
5927	premeditation
5928	premiere
5929	preoccupation
5930	preoccupy
5931	preparations
5932	prepared
5933	preparedness
5934	preponderance
5935	prepotence
5936	prerequisite
5937	prescient
5938	prescribe
5939	prescribing
5940	presentable
5941	presents
5942	preservation
5943	preservative
5944	preserving
5945	preside
5946	presidentship
5947	pressed
5948	pressing
5949	presumably
5950	presume
5951	presumption
5952	presumptive
5953	presumptuous
5954	pretentious
5955	pretentiousness
5956	pretext
5957	prettiness
5958	pretty
5959	prevalence
5960	prevalent
5961	prevaricate
5962	preventible
5963	previous
5964	price-index
5965	price-indicator
5966	priced
5967	prick/pinch/puncture
5968	pricks
5969	prideless
5970	priestdom
5971	priesthood
5972	prim
5973	prima
5974	primer
5975	primordial
5976	princely
5977	prisoner
5978	privately
5979	privileged
5980	privity
5981	pro-vice-chancellor
5982	probability
5983	probandum
5984	probation
5985	probationer
5986	probe
5987	probing
5988	problematic
5989	procedural
5990	proceedings
5991	proceeds
5992	processed
5993	proclaimed
5994	proclaimer
5995	proclaiming
5996	proclivity
5997	procrastinate
5998	procrastination
5999	procreating
6000	procreator
6001	proctor
6002	procuration
6003	procure
6004	procured
6005	procurement
6006	prodding
6007	producing
6008	profanation
6009	profanity
6010	profess
6011	profession
6012	professional/vocational
6013	proficiency
6014	proficient
6015	proficiet
6016	profile
6017	profiteering
6018	profoundly
6019	profundity
6020	profuse
6021	progenitor
6022	progenitress
6023	progenitrix
6024	programming
6025	progressism
6026	progressively
6027	progressivism
6028	progressivist
6029	prohibitive
6030	prohibitory
6031	prolegomenon
6032	proliferate
6033	proliferation
6034	prolificity
6035	prolixity
6036	prologue
6037	prolong
6038	prolongation
6039	prolonging
6040	prominent
6041	promisee
6042	promiser
6043	promontory
6044	promoted
6045	prompted
6046	prompting
6047	promulgation
6048	pron
6049	proneness
6050	pronote
6051	pronouncable
6052	pronounce
6053	proof-reading
6054	propaedeutic
6055	propagated
6056	propagation
6057	propagator
6058	propane
6059	property-dealer
6060	property-tax
6061	prophecy
6062	prophesy
6063	propitious
6064	proportioned
6065	propounded
6066	propounding
6067	proprietorship
6068	proprietress
6069	propriety
6070	propulsion
6071	propulsive
6072	prorata
6073	prosaic
6074	prosecution
6075	prosody
6076	prospects
6077	prosper
6078	prospered
6079	prostration
6080	protectable
6081	protectant
6082	protectorate
6083	protestant
6084	protested
6085	protractor
6086	providence
6087	provinciality
6088	provisional
6089	proviso
6090	provocability
6091	provocation
6092	provocative
6093	provoked
6094	provoking
6095	proximal
6096	proximate
6097	proximated
6098	proxy
6099	prudence
6100	prudent
6101	prudently
6102	prune
6103	pruning
6104	prunings
6105	prurience
6106	pseudomorph
6107	pseudonym
6108	psychic
6109	psycho
6110	psycho-analyst
6111	psychogenic
6112	psychologicality
6113	psychologism
6114	psychometrics
6115	psychopathy
6116	psychotherapy
6117	psycne
6118	puberty
6119	pubescent
6120	publicised
6121	publicist
6122	publicity
6123	publicly
6124	puck
6125	puerile
6126	pugnacity
6127	puisne
6128	pulsate
6129	pulses
6130	pulverizing
6131	pun
6132	punctuality
6133	punctuate
6134	pungency
6135	pungent
6136	punitive
6137	punner
6138	pup
6139	pupilage
6140	purchase
6141	purchaseable
6142	purchased
6143	purchaser
6144	purer
6145	purgation
6146	purged
6147	purging
6148	purifying
6149	puritanism
6150	purposeless
6151	purposivist
6152	purposivistic
6153	purse-pride
6154	pursuance
6155	purulent
6156	pustule
6157	putrefy
6158	putrescence
6159	putrescent
6160	putrid
6161	putridity
6162	putriscent
6163	pygmy
6164	pyjamas
6165	pylon
6166	pyorrhoea
6167	pyris
6168	q
6169	quadrangle
6170	quadrille
6171	quadrivial
6172	quadruplicate
6173	quagmire
6174	qualifier
6175	qualitative
6176	qualm
6177	quantitative
6178	quarrelling
6179	quarrelsomeness
6180	quart
6181	quarto
6182	quay
6183	queerness
6184	quenched
6185	quern
6186	question-paper
6187	questioner/interrogator/enquirer
6188	questionnaire
6189	quicken
6190	quiescent
6191	quietened
6192	quietitude
6193	quietness
6194	quietude
6195	quikly
6196	quinquennial
6197	quintessence
6198	quintessential
6199	quittance
6200	quixotic
6201	quoin
6202	quorum
6203	quoted
6204	ra
6205	rabid
6206	rabidity
6207	raciality
6208	raciology
6209	radial
6210	radiance
6211	radiant
6212	radicaism
6213	radicalism
6214	radicalist
6215	radically
6216	radiology
6217	radiometer
6218	radiometry
6219	rafter
6220	rageful
6221	ragged
6222	rags
6223	ragtime
6224	raider
6225	raillery
6226	railway]
6227	railwayman
6228	railways
6229	raiment
6230	raindrop
6231	rains
6232	rainwater
6233	raisin-coloured
6234	rambler
6235	ramification
6236	ramming
6237	ramp
6238	rampant
6239	rampart
6240	rancidity
6241	rancorous
6242	random
6243	randomization
6244	ranger
6245	rank
6246	ransack
6247	rapids
6248	rapping
6249	rapporteur
6250	rapproachement
6251	rapproachment
6252	rapprochement
6253	raptured
6254	rarefied
6255	rarity
6256	rashness
6257	rasp
6258	rat-trap
6259	ratify
6260	rational
6261	rationale
6262	rationalisation
6263	rationalization
6264	rationalize
6265	raucous
6266	ravel
6267	ravish
6268	raze
6269	razor
6270	re-adjust
6271	re-adjustment
6272	reachable
6273	reacquisition
6274	react
6275	reactance
6276	reactionary
6277	readjust
6278	readymade
6279	reagent
6280	realgar
6281	realise
6282	realism
6283	realize
6284	really
6285	reapable
6286	reaping
6287	reappropriation
6288	reared
6289	rearing
6290	rearmament
6291	rearrangement
6292	reassurance
6293	rebellious
6294	rebuttal
6295	recall/recalling
6296	recapitulate
6297	recapitulation
6298	recasting
6299	recede
6300	receiving
6301	recently
6302	receptacle
6303	receptive
6304	reckless
6305	recklessly
6306	recklessness
6307	reclaim
6308	reclamation
6309	reclassification
6310	recline
6311	reclusive
6312	recocile
6313	recollected
6314	recommend
6315	reconciliation
6316	reconnaissance
6317	reconnoiterer
6318	reconnoitre
6319	record-room
6320	recorded
6321	recovered
6322	recreate
6323	recreation
6324	recreative
6325	rectified
6326	rectify
6327	rectifying
6328	rectitude
6329	recuperate
6330	recur
6331	recurring
6332	red-eyed
6333	reddishness
6334	redeem
6335	redeemer
6336	redemption
6337	redirection
6338	redress
6339	redundancy
6340	redwood
6341	reestablishment
6342	referendum
6343	referred
6344	refill
6345	refine
6346	refitting
6347	reflecting
6348	reflectionism
6349	reflexive
6350	reform
6351	reformation
6352	reformatory
6353	refraction
6354	refrain
6355	refresh
6356	refulgence
6357	refulgent
6358	refunded
6359	refused
6360	refutation
6361	regalement
6362	regalia
6363	regaling
6364	regarding
6365	regeneration
6366	regimen
6367	regional
6368	registry
6369	regressed
6370	regressiveness
6371	regrouping
6372	regular
6373	regularised
6374	regularity
6375	regulate
6376	rehabilitate
6377	rehabilitated
6378	rehabilitation
6379	rehash
6380	reimburse
6381	reimbursed
6382	reimbursement
6383	reinforce
6384	reinforced
6385	reinforcement
6386	reins
6387	reinstallation
6388	reinstated
6389	reiterate
6390	reiterated
6391	reiteration
6392	rejected
6393	rejection
6394	rejoicing
6395	relate
6396	relations
6397	relax
6398	relay
6399	relegate
6400	relent
6401	reliance
6402	relics
6403	relieve
6404	relieved
6405	religion-fearing
6406	religioner
6407	religiosity
6408	religious-mindedness
6409	relinquishment
6410	relishable
6411	relishing
6412	relive
6413	reluctance
6414	reluctant
6415	reluctantly
6416	remains
6417	remarks
6418	remedy
6419	remembrance
6420	reminding
6421	reminiscences
6422	remission
6423	remnants
6424	remorseful
6425	remotely
6426	remoteness
6427	remotest
6428	renaissance
6429	renal
6430	rend
6431	rending
6432	renew
6433	reniform
6434	renounceable
6435	renounced
6436	renouncer
6437	renouncing
6438	renunciative
6439	reorganized
6440	reorientate
6441	reorientation
6442	repairs
6443	reparable
6444	repay
6445	repeal
6446	repealed
6447	repealing
6448	repeatedly
6449	repel
6450	repentance
6451	repentence
6452	reperusal
6453	repetitive
6454	repining
6455	replacing
6456	replay
6457	replenish
6458	replicate
6459	reply-paid
6460	reprehensible
6461	represented
6462	representing
6463	repression
6464	repressor
6465	reprisal
6466	reproachable
6467	reproached
6468	reprocuration
6469	reproduce
6470	republican
6471	repudiated
6472	repudiation
6473	repudiative
6474	repugnance
6475	repulsion
6476	repulsiveness
6477	reputation
6478	repute
6479	reputed
6480	reputtation
6481	requirements
6482	requisition
6483	requital
6484	requite
6485	rescinded
6486	resemblance
6487	resembling
6488	reservedness
6489	reshuffle
6490	residuary
6491	residum
6492	resign
6493	resilience
6494	resilient
6495	resinous
6496	resisted
6497	resisting
6498	resistor
6499	resolute
6500	resonation
6501	resonator
6502	resoundingly
6503	resources
6504	respectability
6505	respectful
6506	respectfulness
6507	respectively
6508	respectted
6509	respiration
6510	respirator
6511	resplendence
6512	restful
6513	resting
6514	restitution
6515	restive
6516	restiveness
6517	restivity
6518	restoration
6519	restored
6520	restraining
6521	restrictive
6522	restructure
6523	resupinate
6524	resuscitation
6525	retail-sale
6526	retain
6527	retaliator
6528	retardation
6529	retold
6530	retract
6531	retraction
6532	retrench
6533	retrenchment
6534	retrieval
6535	retroactivity
6536	retrogressed
6537	retrospective
6538	returnable
6539	returned
6540	returning
6541	reunion
6542	reutterance
6543	revealed
6544	revengeful
6545	reverberated
6546	revered
6547	reverence
6548	reverent
6549	reversed
6550	reversible
6551	reversioner
6552	revert
6553	reverted
6554	review
6555	reviewed
6556	reviewer
6557	revive
6558	revived
6559	revocation
6560	revoke
6561	revue
6562	revulsion
6563	rewarded
6564	rewarding
6565	rhetorical
6566	rhetorics
6567	rheumatic
6568	rhizoid
6569	rhythm
6570	rhythmical
6571	rhythmicity
6572	rhythmless
6573	riddle
6574	ridge
6575	ridiculousness
6576	rids
6577	rift
6578	rig
6579	rigging
6580	righteous
6581	righteousness
6582	rightful
6583	rightless
6584	rightly
6585	rigorism
6586	rigorous
6587	rigorousness
6588	riotousness
6589	ripeness
6590	ripening
6591	ripple
6592	ripply
6593	riser
6594	risk
6595	ritualist
6596	ritualistic
6597	rive
6598	riverain
6599	riverian
6600	rivulet
6601	rivutet
6602	road-crossing
6603	roadstone
6604	roadways
6605	roaming
6606	roared
6607	robot
6608	robust
6609	robustness
6610	rochet
6611	rocked
6612	rocker
6613	rocking
6614	roguish
6615	rojZanaxAra
6616	rolled
6617	roomy
6618	rose-water
6619	rosefinch
6620	rosette
6621	rosiness
6622	ross
6623	roster
6624	rostrum
6625	rosy
6626	rotary
6627	rotating
6628	rotational
6629	rottenness
6630	rotundity
6631	rotundus
6632	roused
6633	rousing
6634	routinely
6635	rover
6636	rowdiness
6637	rowdyism
6638	rower
6639	rubbed
6640	rudder
6641	ruddiness
6642	ruddle
6643	ruination
6644	ruining
6645	ruins
6646	ruled
6647	rules
6648	ruling
6649	rumour-monger
6650	rung
6651	ruptured
6652	ruse
6653	rust-eaten
6654	rustic
6655	rusticity
6656	rustled
6657	rut
6658	ruthlessness
6659	sUkRma
6660	sabre
6661	saccharose
6662	sacrament
6663	sacredness
6664	sacrificed
6665	sacrificer
6666	sacrificing
6667	sadist
6668	sadly
6669	safeguard
6670	safeguarded
6671	safeguarding
6672	saffron-robed
6673	sagacious
6674	sagacity
6675	sagging
6676	sago
6677	said
6678	saintliness
6679	saintly
6680	sake
6681	salacious
6682	salaciousness
6683	salami
6684	salesman
6685	salient
6686	salmon
6687	salon
6688	salt-cellar
6689	salt-pan
6690	salted
6691	saltish
6692	saltishness
6693	saltless
6694	saltness
6695	salty
6696	salubrious
6697	salvage
6698	salvation
6699	salvo
6700	salvr
6701	sameness
6702	sampling
6703	samurai
6704	sanctification
6705	sanction
6706	sanctioning
6707	sanctity
6708	sandalpaste
6709	sandbox
6710	sanders
6711	sandiness
6712	sanguification
6713	sanguinary
6714	sanitorium
6715	sanity
6716	sap
6717	saprophytism
6718	sarangi
6719	sarong
6720	satchel
6721	satiated
6722	satisfactory
6723	sattu
6724	saturate
6725	satyr
6726	saucepan
6727	saucer
6728	sauerkraut
6729	sawing
6730	sawmill
6731	saxifrage
6732	sayings
6733	scabbard
6734	scabbies
6735	scabrous
6736	scald
6737	scale
6738	scales
6739	scalp
6740	scan
6741	scandal
6742	scanning
6743	scantiness
6744	scanty
6745	scarab
6746	scarcity
6747	scared
6748	scarf
6749	scaring
6750	scarp
6751	scarred
6752	scattere
6753	scavenger
6754	scenario
6755	scenarist
6756	scent-case
6757	sceptic
6758	scheming
6759	schemist
6760	schemozzle
6761	school-master
6762	school-teacher
6763	schoolgirl
6764	scimitar
6765	scoff
6766	scoop
6767	scorched
6768	scorer
6769	scotch
6770	scoundrelism
6771	scourge
6772	scout
6773	scouting
6774	scowling
6775	scrapings
6776	scrappings
6777	scrawl
6778	screechy
6779	screw-driver
6780	scribing
6781	scrim
6782	scriptural
6783	scruple
6784	scurf
6785	scurrility
6786	scythe
6787	sea-port
6788	sea-shore
6789	seaman
6790	seamless
6791	search-warrant
6792	searching
6793	searchlight
6794	seaside
6795	seasoned
6796	seater
6797	seaward
6798	secession
6799	secluded
6800	secludedness
6801	second-hand
6802	secondly
6803	secred
6804	secrete
6805	secretiveness
6806	sect
6807	sectarianism
6808	sectwise
6809	secular
6810	secularity
6811	sedition
6812	seditionist
6813	seduce
6814	seduced
6815	seduction
6816	seed-coat
6817	seedlings
6818	seeing
6819	seemingly
6820	seen
6821	seething
6822	segment
6823	segregate
6824	segregation
6825	seismicity
6826	seismogram
6827	seismography
6828	seismometer
6829	seismoscope
6830	seizures
6831	selective
6832	selectness
6833	self-aggrandisement
6834	self-communication
6835	self-concerned
6836	self-condemnation
6837	self-conquest
6838	self-contemplation
6839	self-cultivation
6840	self-defeating
6841	self-delusion
6842	self-dependent
6843	self-determination
6844	self-display
6845	self-driven
6846	self-experience
6847	self-forgetfulness
6848	self-fulfilment
6849	self-government
6850	self-gratified
6851	self-immolation
6852	self-interestedness
6853	self-killing
6854	self-knowledge
6855	self-love
6856	self-murderer
6857	self-oblivion
6858	self-preservation
6859	self-realisation
6860	self-realization
6861	self-restraint
6862	self-rule
6863	self-salvation
6864	self-tillage
6865	self-willed
6866	selfless
6867	selfrealisation
6868	seller
6869	semaphore
6870	semasiology
6871	semester
6872	semi-colon
6873	semi-government
6874	semi-literate
6875	semi-official
6876	semi-skilled
6877	semi-weekly
6878	semiological
6879	semiologist
6880	semiology
6881	semitic
6882	semola
6883	senate
6884	sence
6885	senescence
6886	senescent
6887	senile
6888	senility
6889	senna
6890	senseless
6891	senselessness
6892	senses
6893	sensibility
6894	sensibly
6895	sensitizing
6896	sensory
6897	sensual
6898	sensualize
6899	sentence-analysis
6900	sentimental
6901	sentimentalism
6902	sentimentality
6903	sentinel
6904	sentry
6905	separatism
6906	separator
6907	sepoy
6908	serf
6909	serfdom
6910	serge
6911	sergeant
6912	serialised
6913	serialize
6914	serially
6915	seriation
6916	seriousness
6917	sermoniser
6918	sermonizer
6919	served
6920	servile
6921	servility
6922	servitude
6923	sesamum
6924	sessile
6925	sessions
6926	set-up
6927	setback
6928	seventy-seventh
6929	seventy-sixth
6930	sever
6931	several
6932	severity
6933	sewage
6934	sex-indulgence
6935	sex-indulgent
6936	sex-stimulation
6937	sexological
6938	sexologist
6939	sexology
6940	sexuality
6941	shabbiness
6942	shabby
6943	shackle
6944	shackles
6945	shaker
6946	shaky
6947	shallows
6948	shamble
6949	shame
6950	shamefaced
6951	shamefacedness
6952	shamming
6953	shank
6954	shapeliness
6955	sharp-tongued
6956	shattering
6957	shaving
6958	shavings
6959	shawl
6960	shear
6961	shears
6962	sheave
6963	shed
6964	sheepishness
6965	sheeting
6966	shellac
6967	shelling
6968	shelterless
6969	shemozzle
6970	sheriff
6971	shielding
6972	shifting
6973	shimmer
6974	shimmering
6975	shingle
6976	shingles
6977	ship-owner
6978	shirker
6979	shivery
6980	shod
6981	shoddy
6982	shoe-maker
6983	shopkeeping
6984	shopper
6985	shoreless
6986	short-hand
6987	short-lived
6988	short-sighted
6989	short-sightedness
6990	shortage
6991	shorten
6992	shortlived
6993	shortly
6994	shortness
6995	shouting
6996	shove
6997	showcase
6998	showed
6999	showiness
7000	showman
7001	shown
7002	showy
7003	shrewd
7004	shrewdness
7005	shriek
7006	shrimp
7007	shrug
7008	shuddering
7009	shuffle
7010	shuffling
7011	shutting
7012	shyster
7013	sibilance
7014	sibling
7015	sicken
7016	sickening
7017	side-glance
7018	sidle
7019	sierra
7020	sigh
7021	signet
7022	significant
7023	significantly
7024	signifying
7025	sikh
7026	silenced
7027	silhouette
7028	silk-gland
7029	silliness
7030	silly
7031	silo
7032	similitude
7033	simmer
7034	simmering
7035	simple-heartedness
7036	simplification
7037	simply
7038	simulacum
7039	simulator
7040	simultaneously
7041	since
7042	sincere
7043	sinews
7044	singularity
7045	sinistral
7046	sinistrality
7047	sinker
7048	sinking
7049	sinus
7050	sip
7051	sister-in-law
7052	sistrum
7053	sitcom
7054	sixty-sixth
7055	size
7056	sizeable
7057	sizzle
7058	skate
7059	skating
7060	skew
7061	skewer
7062	skewness
7063	skilful
7064	skilfulness
7065	skilled
7066	skillfulness
7067	skim
7068	skipping
7069	skit
7070	skittish
7071	skittishness
7072	skulk
7073	sky-faring
7074	sky-going
7075	sky-high
7076	skylight
7077	slab
7078	slackened
7079	slacks
7080	slain
7081	slalom
7082	slandered
7083	slandicular
7084	slanting
7085	slaughtered
7086	slaughtering
7087	slaver
7088	slavish
7089	slavocract
7090	slavocracy
7091	slavocratic
7092	slayer
7093	sledge-hammer
7094	sleeping
7095	sleet
7096	sleight
7097	sliding
7098	slink
7099	slippers
7100	slipping
7101	slipshod
7102	slipslop
7103	slit
7104	slitting
7105	slob
7106	slobber
7107	slobbery
7108	slogan-monger
7109	slogan-mongering
7110	sloop
7111	slope
7112	slosh
7113	sloven
7114	slovenliness
7115	slovenly
7116	slow-moving
7117	slowed
7118	sluggish
7119	sluice
7120	slumberous
7121	slumberousness
7122	slur
7123	slush
7124	slushy
7125	sluttish
7126	sluttishness
7127	sly
7128	smaller
7129	smallest
7130	smatterer
7131	smeared
7132	smearing
7133	smelter
7134	smithy
7135	smokeless
7136	smokiness
7137	smoulder
7138	smudge
7139	snake-charmer
7140	snappish
7141	snatching
7142	sneer
7143	sneezewort
7144	sniper
7145	snowball
7146	snowdrift
7147	snowfield
7148	snubbing
7149	soanes
7150	soapcake
7151	soapnut
7152	soapy
7153	soar
7154	sociability
7155	sociable
7156	socialize
7157	sociological
7158	socket
7159	socks
7160	sod
7161	sodomite
7162	sodomy
7163	soften
7164	softening
7165	solder
7166	soldering
7167	soldier
7168	solemn
7169	solemnisation
7170	solemniser
7171	solemnity
7172	solicitation
7173	solicited
7174	solidarity
7175	solidified
7176	solidify
7177	solidity
7178	solitaire
7179	solstice
7180	soma
7181	somaplasm
7182	somatic
7183	somatology
7184	somatotype
7185	sometimes
7186	somnambulism
7187	somnambulist
7188	somnolent
7189	sonless
7190	sonorous
7191	soon
7192	soothing
7193	soothsayer
7194	sootiness
7195	sooty
7196	sophistical
7197	sophisticate
7198	sophisticated
7199	sorceress
7200	sore
7201	sorrowful
7202	sortie
7203	sound-change
7204	sounded
7205	soundly
7206	soundproof
7207	soupy
7208	south-western
7209	sowing
7210	soyabean
7211	spacer
7212	spacing
7213	spacious
7214	spaghetti
7215	spar
7216	sparseness
7217	spastic
7218	spatial
7219	spawn
7220	speakership
7221	specialised
7222	specialist
7223	specialized
7224	specification
7225	specified
7226	specify
7227	specimen
7228	specious
7229	speckless
7230	spectacle
7231	spectrograph
7232	spectrometer
7233	spectroscopy
7234	spectrum
7235	speculationist
7236	speculative
7237	speculator
7238	speechless
7239	spent
7240	spermatic
7241	spherical
7242	sphericity
7243	spherometer
7244	sphincter
7245	spices
7246	spicule
7247	spigot
7248	spiky
7249	spinage
7250	spinner
7251	spirited
7252	spiritedness
7253	spiritless
7254	spiritualism
7255	spiritualist
7256	spiritualistic
7257	spistaxis
7258	spitoon
7259	splinters
7260	splitting
7261	splurge
7262	spoiling
7263	spoke
7264	spokesman
7265	sponsored
7266	sponsoring
7267	spontaneous
7268	spontaneously
7269	spoonful
7270	sportive
7271	sportiveness
7272	sports
7273	sportsmanship
7274	spotless
7275	spottedness
7276	sprag
7277	sprain
7278	sprawl
7279	spray
7280	sprightly
7281	springiness
7282	springization
7283	springy
7284	sprint
7285	sprinter
7286	sprocket
7287	spur
7288	spurt
7289	squabbling
7290	squadron
7291	squally
7292	squanderer
7293	squandering
7294	squanderous
7295	squat
7296	squatting
7297	squeaking
7298	squeaky
7299	squeezed
7300	squint
7301	squint-eyed
7302	squire
7303	squirt
7304	stabiliration
7305	stabilise
7306	stability
7307	stabilization
7308	stabilize
7309	stage-man
7310	stageable
7311	stagecraft
7312	staggering
7313	stained
7314	stairs
7315	stallion
7316	stammerer
7317	stammering
7318	stamping
7319	stance
7320	standardization
7321	stanza
7322	stare
7323	starker
7324	starlet
7325	starlit
7326	starred
7327	starting
7328	startled
7329	startling
7330	starve
7331	stash
7332	statehood
7333	statelessness
7334	statesman
7335	statetax
7336	stationary
7337	statism
7338	statistically
7339	statuary
7340	stature
7341	statute
7342	statutory
7343	staunch
7344	stave
7345	steadiness
7346	stealth
7347	stealthiness
7348	stealthy
7349	steamer
7350	steed
7351	steep
7352	steer
7353	stellar
7354	stellate
7355	stencil
7356	stereo
7357	stereotyped
7358	sterilised
7359	sterility
7360	sterilize
7361	sterling
7362	sternum
7363	sternutate
7364	stet
7365	stickiness
7366	stickpin
7367	stifle
7368	stigmatic
7369	stigmatised
7370	stigmatize
7371	stigmatized
7372	stiletto
7373	still-born
7374	stilled
7375	stilt
7376	stimulant
7377	stimulated
7378	stimulating
7379	stimulus
7380	stinged
7381	stinginess
7382	stinging
7383	stipendiary
7384	stipulate
7385	stipulated
7386	stoat
7387	stocking
7388	stomata
7389	stomatal
7390	stomate
7391	stone-statue
7392	stone-throwing
7393	stoning
7394	stood
7395	stoop
7396	stopped
7397	stoppered
7398	stopping
7399	store-house
7400	store-manager
7401	stored
7402	stormy
7403	story-teller
7404	story-writer
7405	stout
7406	stow
7407	straightforwardness
7408	strains
7409	straits
7410	strap
7411	strata
7412	strategist
7413	strategy
7414	stratum
7415	straw-board
7416	straw-store
7417	strawboard
7418	streak
7419	strengthen
7420	strenuous
7421	stressful
7422	striated
7423	strictly
7424	strictness
7425	stricture
7426	strife
7427	strigil
7428	string-gut
7429	stringed
7430	stringent
7431	stringing
7432	stripe
7433	strolling
7434	strong-willed
7435	strongest
7436	stronghold
7437	struck
7438	strutting
7439	strychnine
7440	stubby
7441	stucco
7442	studded
7443	studentship
7444	studied
7445	studio
7446	study-room
7447	studying
7448	stuffing
7449	stuffy
7450	stumbling
7451	stunted
7452	stupendous
7453	stupidity
7454	sturdiness
7455	sturdy
7456	stylised
7457	styx
7458	suave
7459	sub-continent
7460	sub-editor
7461	sub-inspector
7462	sub-terrain
7463	sub-terranean
7464	subdivide
7465	subdual
7466	subdued
7467	subearthen
7468	subjective
7469	subjects
7470	subjugated
7471	submersion
7472	submissive
7473	submissiveness
7474	submit
7475	submitted
7476	subpoena
7477	subsequence
7478	subservience
7479	subservient
7480	subsidize
7481	subsist
7482	subsistence
7483	substantiate
7484	substantive
7485	substratum
7486	subtend
7487	subterfuge
7488	subterranean
7489	suburban
7490	suburbanate
7491	subversion
7492	succeeded
7493	successful]
7494	such
7495	suckling
7496	sudden
7497	suffice
7498	sufficient
7499	suffocation
7500	sugar-candy
7501	sugar-cane
7502	sugarcandy
7503	suggest
7504	suggestiveness
7505	suit-case
7506	suitor
7507	sullage
7508	sullen
7509	sullenness
7510	sullied
7511	sulphate
7512	sulphury
7513	summarization
7514	summarize
7515	summoned
7516	summoning
7517	sumptuous
7518	sun-dial
7519	sun-ray
7520	sundae
7521	sunday
7522	sunder
7523	sunk
7524	superb
7525	superfluously
7526	superimpose
7527	superimposition
7528	superman
7529	supermoral
7530	supernatural
7531	supervise
7532	supper
7533	supplemented
7534	suppletive
7535	supplicate
7536	supplicated
7537	supported
7538	supporting
7539	suppose
7540	supposing
7541	suppressed
7542	suppressive
7543	suppressor
7544	supremacy
7545	supressed
7546	surf
7547	surfacing
7548	surmount
7549	surprised
7550	surprising
7551	surrendered
7552	surrounding
7553	surveillance
7554	surveyor
7555	susceptibility
7556	susceptible
7557	sushi
7558	suspense
7559	suspicion
7560	suspiciousness
7561	sustained
7562	suzerainty
7563	swallowing
